"title","wikibase_item","Studio"
"笨錢效應","Q114740513","studio = {{plainlist"
"龍與地下城：盜賊榮耀","Q105554572","studio = {{Plainlist"
"洛基 (電視劇)","Q64349029","studio = | genre = 電視劇原聲帶 "
"玩命關頭X","Q31271369","studio = {{Plain list"
"瀑布 (電影)","Q108393005","studio = {{ubl"
"萤火虫之墓","Q274520","studio = [[吉卜力工作室]] "
"奪魂鋸：遊戲重啟","Q15712110","studio = {{link-en"
"不可能的任務：致命清算 第二章","Q61876374","studio = {{Plainlist"
"隐藏人物","Q23755544","studio = {{Plainlist"
"藍甲蟲 (電影)","Q107808351","studio = [[DC影業]] "
"進擊的巨人 (動畫)","Q22126305","studio = {{Collapsible list"
"機密特務：阿蓋爾","Q107460063","studio = {{plainlist"
"媽的多重宇宙","Q83808444","studio = {{Plainlist"
"霸王別姬 (電影)","Q696413","studio = {{Unbulleted list"
"毒舌大狀","Q112889240","studio = | genre = [[電影配樂]] "
"私刑教育2","Q41493467","studio = {{Plainlist"
"風起","Q888131","studio = [[吉卜力工作室]] "
"恐懼鬥室2","Q270410","studio = {{link-en"
"捍衛任務4","Q80322358","studio = {{Plain list"
"捍衛戰士：獨行俠","Q31202708","studio = {{Plainlist"
"刻在你心底的名字","Q97160015","studio = 氧氣電影 "
"名偵探柯南：萬聖節的新娘","Q109844247","studio = {{ubl"
"尼羅河謀殺案 (2022年電影)","Q56816969","studio = {{Plainlist"
"星際異攻隊3","Q29226331","studio = [[漫威影业"
"奪魂鋸3D","Q676284","studio = {{link-en"
"恐懼鬥室3","Q276392","studio = {{link-en"
"魔女首部曲：誕生","Q55106098","studio = Goldmoon Film、Peppermint&company "
"小美人魚 (2023年電影)","Q24357415","studio = {{Plainlist"
"全面啟動","Q25188","studio = [[傳奇影業]]<br />{{link-en"
"雞不可失","Q55106022","studio = About Film "
"甜蜜蜜 (电影)","Q708888","studio = | genre = "
"幽靈公館 (電影)","Q108940282","studio = {{Plain list"
"天空之城","Q498577","studio = [[吉卜力工作室]] "
"你的婚禮","Q106551383","studio = {{plainlist}} * 青春光線 * 造夢機影視 "
"英雄本色 (1986年電影)","Q641346","studio = [[新藝城"
"印第安納瓊斯：命運輪盤","Q24278982","studio = {{Plain list"
"納尼亞傳奇：黎明行者號","Q474082","studio = {{link-en"
"冰雪奇缘","Q246283","studio = [[华特迪士尼影业]]<br>[[華特迪士尼動畫工作室]] "
"30天 (韓國電影)","Q116795756","studio = Woollim Films、TH Story "
"艋舺 (電影)","Q713453","studio = [[青春歲月影視]]<br />[[紅豆製作]]<br />[[影一製作所]] "
"埃及艳后 (电影)","Q4430","studio = MCL Films S.A.<br />Walwa Films S.A. "
"寻梦环游记","Q5815826","studio = [[华特迪士尼影片]]<br>[[皮克斯動畫工作室]] "
"當男人戀愛時 (2021年電影)","Q106020073","studio = 眾合千澄、金盞花大影業 "
"小丑 (電影)","Q42759035","studio = {{Plain list"
"兩女一杯","Q83103","studio = MFX视频 "
"閃電俠 (電影)","Q23562553","studio = {{Plainlist"
"恐懼鬥室4","Q326319","studio = {{link-en"
"我的少女時代","Q19849935","studio = {{plainlist}} *華聯國際影音 *玉春雷娛樂文創 *台灣映藝娛樂 *華策影業 *威像電影 "
"沙贊！眾神之怒","Q84712809","studio = {{Plainlist"
"腦筋急轉彎 (電影)","Q6144664","studio = {{plainlist"
"獵魔士 (電視劇)","Q47500433","studio = | genre = 電視劇原聲帶 "
"电锯惊魂6","Q834327","studio = {{link-en"
"末代皇帝 (电影)","Q212775","studio = {{link-en"
"TENET天能","Q63985561","studio = {{Plainlist"
"KANO","Q10851237","studio = [[果子電影]]（臺灣） "
"東方快車謀殺案 (2017年電影)","Q27689100","studio = {{plainlist"
"飢餓遊戲 (電影)","Q212965","studio = [[獅門影視公司]]<br />Color Force "
"华尔街之狼","Q1392744","studio = {{link-en"
"變形金剛：萬獸崛起","Q107174193","studio = {{Plainlist"
"大娛樂家 (電影)","Q27942936","studio = {{Plainlist"
"阿凡達：水之道","Q3604746","studio = {{Plain list"
"招魂 (电影)","Q5540479","studio = [[新線影業]]<br />{{link-en"
"動物方城市","Q15270647","studio = {{plainlist"
"恶女 (台湾电影)",NA,"studio = {{ubl"
"別叫我“賭神”","Q64822090","studio = [[银都机构]]<br/>[[博納影業]]<br/>[[步登高影像]]<br/>[[阿里巴巴影业]] "
"美女與野獸 (2017年電影)","Q19946102","studio = {{plainlist"
"不可能的任務：全面瓦解","Q29261993","studio = {{Plainlist"
"尚氣與十環傳奇","Q65768589","studio = [[漫威影業]] "
"魔女宅急便","Q196602","studio = [[吉卜力工作室]] "
"满江红 (2023年电影)","Q115921533","studio = 北京欢喜首映文化有限公司 "
"格雷的五十道陰影 (電影)","Q14566553","studio = {{Plain list"
"电锯惊魂5","Q326177","studio = {{link-en"
"八角笼中","Q120486242","studio = 北京乐开花影业有限公司 "
"潛逃時空","Q628082","studio = {{link-en"
"蜘蛛人：無家日","Q68934496","studio = {{Plain list"
"教父 (電影)","Q47703","studio = [[派拉蒙电影]]<br >阿弗兰制片 "
"汪汪隊立大功電影版","Q97609238","studio = {{Plainlist"
"捍衛戰士","Q110138","studio = {{Plainlist"
"捍衛任務","Q15732802","studio = [[頂峰娛樂]]<br />{{le"
"王室緋聞守則","Q108858400","studio = {{Plainlist"
"風之谷 (電影)","Q8885676","studio = [[Topcraft]] "
"黑客帝国","Q83495","studio = {{Plain list"
"怪獸與牠們的產地 (電影)","Q18199330","studio = [[盛日影業]] "
"寒戰II","Q24731518","studio = {{ubl"
"加勒比海盗：黑珍珠号的诅咒","Q46717","studio = [[華特迪士尼影片]]<br />[[傑瑞·布洛克海默"
"燒肉粽 (電影)","Q110833838","studio = {{flagicon"
"假如愛有天意","Q485525","studio = Egg Film "
"魔戒電影三部曲","Q190214","studio = {{unbulleted list"
"第六感 (電影)","Q183063","studio = {{Plainlist"
"颐和园 (电影)","Q1757025","studio = 勞雷影業有限公司<br />夢工作電影<br />羅森製片公司<br />梵太奇電影 "
"驚奇隊長2","Q89474225","studio = [[漫威影業]] "
"沙丘 (2021年電影)","Q60834962","studio = [[傳奇影業]] "
"瘋狂亞洲富豪","Q29588623","studio = {{plainlist"
"007：生死交戰","Q21534241","studio = {{plainlist"
"怪兽电力公司","Q187726","studio = [[华特迪士尼影片]]<br />[[皮克斯动画工作室]] "
"偷天俠盜團","Q65121393","studio = {{lang"
"哈利波特：神秘的魔法石 (電影)","Q102438","studio = [[盛日影業]]<br />[[1492影业]] "
"下女的誘惑","Q20444585","studio = Moho Film "
"我想有個家","Q51803319","studio = Mooz Films "
"鬼手鬼手 請開口","Q116193178","studio = {{Plainlist"
"八佰","Q64854696","studio = [[华谊兄弟传媒股份有限公司]]<br/>七印象（佛山）影视传媒有限公司<br/>[[腾讯影业"
"重庆森林","Q766263","studio = [[澤東製作有限公司]] "
"調教你處男","Q114397511","studio = {{Plain list"
"巨齒鯊 (電影)","Q27957869","studio = {{Plainlist"
"永恆族 (電影)","Q23894629","studio = [[漫威影業]] "
"法貝爾曼 (電影)","Q107710009","studio = [[安培林娱乐]] "
"普罗米修斯 (电影)","Q192686","studio = {{Plain list"
"活着 (電影)","Q151784","studio = 上海電影集團公司（上海電影製片廠）<br>年代國際(香港)有限公司 "
"悲惨世界 (2012年电影)","Q28234","studio = [[Working Title Films]] "
"之前的我們","Q116025865","studio = {{Plainlist"
"八仙饭店之人肉叉烧包","Q1254221","studio = 聯登投資有限公司 {{small"
"愛上變身情人","Q18684331","studio = Yong Film<ref name=yong>{{cite web"
"一一","Q704513","studio = 1+2 Seisaku Iinkai "
"我就要你好好的","Q20735644","studio = [[新線影業]]<br>[[米高梅]]<br>Sunswept Entertainment "
"长空之王","Q116371087","studio = 上海亭東影業有限公司<br>[[阿里巴巴影業"
"熔炉 (电影)","Q489969","studio = | distributor = CJ Entertainment "
"无名 (2023年电影)","Q116042266","studio = [[博纳影业]] "
"名偵探柯南：零的執行人","Q43984092","studio = [[TMS娛樂"
"復仇者聯盟","Q182218","studio = [[漫威影業]]<br>[[派拉蒙影業]] "
"老千：神之手","Q17054323","studio = [[SidusHQ]] "
"出神入化","Q499851","studio = {{link-en"
"红猪","Q498375","studio = [[吉卜力工作室]] "
"盜墓迷城","Q202508","studio = 阿尔法维尔影业（{{lang"
"超級瑪利歐兄弟電影版","Q108671102","studio = {{Plainlist"
"白夜行","Q710681","studio = [http://www.im-field.com/ Image Field] "
"私人订制","Q15295487","studio = [[华谊兄弟]] <br />[[英皇电影]] <br />耀莱影视文化传媒有限公司<br />安徽广播电视台<br />上海尚世影业有限公司<br />一壹投资基金管理有限公司 "
"納尼亞傳奇：獅子·女巫·魔衣櫥","Q485803","studio = [[華特迪士尼電影]]<br/>{{link-en"
"無聲 (2020年台灣電影)","Q100270990","studio = {{Plainlist}} * [[公共電視文化事業基金會]] * 氧氣電影 * 畢業生 * {{le"
"連鎖蝶變","Q221109","studio = FilmEngine<br />BenderSpink<br />{{link-en"
"當辣妹來敲門","Q18151446","studio = Camp Grey<br>Dragonfly Entertainment<br>Sobras International Pictures "
"死神來了","Q7561043","studio = {{le"
"陰陽錯","Q5399178","studio = [[新藝城]]<ref>{{cite web "
"闪灵 (电影)","Q186341","studio = The Producer Circle Company<br />{{link-en"
"我不是药神","Q55376631","studio = {{Plainlist"
"消失的爱人 (2014年电影)","Q14920425","studio = Regency Enterprises<br>Pacific Standard "
"自殺突擊隊 (電影)","Q18604504","studio = [[DC娛樂]]<br/>{{link-en"
"海洋奇缘","Q18647981","studio = [[华特迪士尼影业]]<br>[[华特迪士尼動畫工作室]] "
"腿 (電影)","Q101215862","studio = {{Plainlist}} * [[鏡文學]] * 華文創 * 甜蜜生活製作 "
"魔間行者","Q219150","studio = {{Plainlist"
"美麗人生 (意大利電影)","Q19355","studio = [[Mario Cecchi Gori"
"這個殺手不太冷","Q484675","studio = | distributor = [[哥倫比亞電影]]<br />[[高蒙電影公司"
"惡棍英雄：死侍","Q19347291","studio = {{Plain list"
"名偵探柯南：緋色的彈丸","Q76769702","studio = [[TMS娛樂"
"海邊的曼徹斯特","Q19864603","studio = {{Plainlist"
"007大战皇家赌场","Q151904","studio = [[Eon制片公司]] "
"敢死队3","Q14370516","studio = {{ubl"
"人工智能 (电影)","Q221113","studio = [[库布里克制片公司]]<br />Amblin Entertainment "
"模仿游戏","Q14918344","studio = Black Bear Pictures<br>Bristol Automotive "
"狮子王","Q36479","studio = [[华特迪士尼影片]]<br>[[華特迪士尼動畫工作室"
"寒戰","Q2089457","studio = {{ubl"
"靈魂奇遇記","Q64744044","studio = {{plainlist"
"斷背山","Q160618","studio = {{link-en"
"玩命關頭7","Q14650496","studio = {{Plain list "
"名偵探柯南：紺青之拳","Q59418140","studio = [[TMS娛樂"
"布达佩斯大饭店","Q3521099","studio = {{Plainlist "
"东邪西毒","Q725167","studio = 學者有限公司 "
"浴血任務","Q206374","studio = [[Nu Image]]<br />[[Millennium Films]] "
"銀翼殺手2049","Q21500755","studio = {{Plainlist"
"一級玩家 (電影)","Q22000542","studio = {{plainlist"
"晴雅集","Q104489028","studio = {{Plain list"
"胭脂扣","Q834800","studio = [[嘉禾電影"
"人体蜈蚣","Q854419","studio = Six Entertainment "
"牠 (電影)","Q25136484","studio = {{plainlist"
"沙贊！ (電影)","Q23685878","studio = {{plainlist"
"幸福綠皮書","Q48673898","studio = {{Plainlist"
"攻心諜戰","Q111149342","studio = {{Plain list"
"月光光新慌慌：萬聖殺","Q67279679","studio = [[布倫屋製片公司]] "
"小时代 (电影)","Q10959046","studio = 和力辰光、[[天娱传媒]]、[[欢瑞世纪]]、紫禁城影业、[[乐视影业]]、大盛国际、[[安迈进国际影业股份有限公司"
"敦克爾克大行動","Q21935651","studio = {{link-en"
"请以你的名字呼唤我 (电影)","Q25136757","studio = {{Plainlist"
"心灵捕手","Q193835","studio = A Band Apart<br />Lawrence Bender Productions "
"世界大战 (2005年电影)","Q202028","studio = [[安培林娛樂公司]]<br />[[克魯斯-華格納製片]] "
"唐伯虎點秋香 (電影)","Q838900","studio = [[中國星集團"
"賭神2","Q702437","studio = [[永盛電影製作有限公司]] "
"飢餓遊戲 (電影系列)","Q11885031","studio = Color Force "
"奇幻魔法屋","Q103372692","studio = {{Plainlist"
"倩女幽魂 (1987年電影)","Q300356","studio = [[新藝城影業有限公司]]<br>[[電影工作室]] "
"不可能的任務：失控國度","Q17548046","studio = {{Plain list "
"辛德勒的名单","Q483941","studio = [[Amblin Entertainment]] "
"侏羅紀世界：統霸天下","Q55178974","studio = {{Plainlist"
"阿飛正傳","Q1306553","studio = [[影之傑製作有限公司]] "
"超難搞先生","Q111608782","studio = {{Plainlist"
"金陵十三钗","Q699224","studio = [[北京新画面影业公司]] "
"水行俠 失落王國","Q91226161","studio = {{Plainlist"
"名偵探柯南：純黑的惡夢","Q21600367","studio = [[TMS娛樂"
"幸運緣是妳","Q599420","studio = [[威秀电影]]<br />Di Novi Pictures "
"海底总动员","Q132863","studio = [[華特迪士尼影片]]<br/>[[皮克斯動畫工作室]] "
"瞞天過海：八面玲瓏","Q25627545","studio = {{Plainlist"
"鋼鐵英雄","Q21010856","studio = {{Plainlist"
"雷神 (电影)","Q217020","studio = [[漫威工作室]] "
"出神入化2","Q18703028","studio = [[獅門娛樂]]<br />[[頂峰娛樂]]<br />{{link-en"
"神力女超人1984","Q33408623","studio = {{plainlist"
"厲陰宅2","Q21001651","studio = {{Plainlist"
"殭屍 (電影)","Q11125292","studio = [[晉弘影業有限公司]] "
"姦臣 (韓國電影)","Q19840918","studio = Soo Film "
"水行俠 (電影)","Q22998395","studio = {{Plainlist"
"分裂 (2016年電影)","Q21869840","studio = {{Plainlist"
"親愛的房客","Q97161350","studio = 一期一會影像製作有限公司<br>邊境映象藝文有限公司 "
"真愛每一天","Q4668586","studio = [[Working Title Films]]<br>[[相对论传媒]] "
"蟻人與黃蜂女：量子狂熱","Q105359456","studio = [[漫威影業]] "
"梵蒂岡驅魔士","Q116733128","studio = {{plainlist"
"霍元甲 (2006年電影)","Q633571","studio = 中國電影集團公司北京電影製片廠<br>星河投資有限公司 "
"鐵甲奇俠 (電影)","Q192724","studio = {{Plainlist"
"等一個人咖啡","Q16077910","studio = {{plainlist "
"玩命關頭9","Q29466808","studio = {{Plain list"
"恐怖旅舍","Q842720","studio = Next Entertainment<br />[[Raw Nerve (公司)"
"不可能的任務：鬼影行動","Q628154","studio = {{link-en"
"凶心人","Q190525","studio = {{Plainlist"
"阿拉丁 (2019年電影)","Q27188178","studio = {{Plainlist"
"黑豹2：瓦干達萬歲","Q54860489","studio = [[漫威影業]] "
"终结者","Q162255","studio = 汉德尔电影公司（{{lang"
"綠里奇蹟 (電影)","Q208263","studio = [[城堡石娱乐公司]] "
"哭泣的女人 (電影)","Q48674258","studio = {{Plainlist"
"聽風者","Q14476570","studio = [[美亞娛樂"
"佛萊迪餐館之五夜驚魂","Q21512706","studio = {{Plain list"
"於離別之朝束起約定之花","Q35236709","studio = {{ubl"
"投名狀","Q699559","studio = [[寰亚电影有限公司]]<br>[[中国电影集团公司]] <br>MORGAN & CHAN影业有限公司 <br>中影华纳横店影视有限公司 "
"蜜桃成熟時 (1993年)","Q5183200","studio = 高志森影業有限公司 "
"德州電鋸殺人狂","Q886597","studio = Vortex "
"怪獸與鄧不利多的秘密","Q18199332","studio = [[盛日影業]] "
"倚天屠龍記之九陽神功","Q97352241","studio = [[星王朝]]<br/>[[電視廣播有限公司]]<br/>[[宏寰文化傳播]]<br/>[[晶藝創作室]]<br/>[[邵氏兄弟]]<br/>廈門無限自在影視<ref>{{cite web "
"嫌疑犯X的獻身 (2008年電影)","Q16952006","studio = Cinebazar "
"月光光心慌慌","Q221103","studio = {{link-en"
"夺命金","Q1100217","studio = {{flagicon"
"钢琴家 (电影)","Q150804","studio = {{Plainlist"
"驚奇隊長 (電影)","Q23781129","studio = [[漫威影業]] "
"賽道狂人","Q55081822","studio = {{le"
"美人魚 (2016年電影)","Q21834546","studio = [[中國電影股份有限公司]]<br />[[星輝海外有限公司]]<br />[[和和影业"
"復仇者聯盟3：無限之戰","Q23780914","studio = [[漫威工作室]] "
"小小兵","Q13619743","studio = [[照明娛樂"
"納尼亞傳奇：賈思潘王子","Q222023","studio = [[華特迪士尼電影]]<br/>{{link-en"
"武俠 (電影)","Q213138","studio = {{flagicon"
"我愛你！",NA,"studio = {{Plain list"
"旺角卡门","Q1203742","studio = [[影之傑製作有限公司]] "
"怪獸與葛林戴華德的罪行","Q18199331","studio = {{Plain list"
"安娜贝尔 (电影)","Q15733440","studio = {{Plainlist"
"職業特工隊","Q1741232","studio = [[克魯斯-華格納製片]] "
"掃毒2天地對決","Q55388729","studio = {{flagicon"
"少年Pi的奇幻漂流 (電影)","Q152780","studio = [[二十世紀福斯"
"熊抱青春記","Q104845027","studio = {{Plainlist"
"蜘蛛人：返校日","Q23010088","studio = {{Plainlist"
"情约一天","Q232161","studio = [[藍燈書屋]] <br />Film4 Productions <br />Color Force "
"厲陰宅3：是惡魔逼我的","Q64145552","studio = {{Plain list"
"我是山姆","Q640387","studio = [[Bedford Falls Productions"
"惡靈古堡：死亡島","Q116728278","studio = Quebico{{efn"
"五星主廚快餐車","Q15046490","studio = [[強·法夫洛"
"驚聲尖叫 (2022年電影)","Q88563268","studio = {{Plainlist"
"佈局 (電影)","Q28114432","studio = {{Plainlist"
"神力女超人 (2017年電影)","Q20502242","studio = {{plainlist"
"V怪客","Q5890","studio = {{plainlist"
"爱情与灵药","Q733722","studio = [[二十世紀福斯"
"波希米亞狂想曲 (電影)","Q27894574","studio = {{Plainlist"
"陣頭 (電影)","Q4204477","studio = [[濟湧影業]] "
"北非谍影","Q132689","studio = [[华纳兄弟]] "
"雷神索爾：愛與雷霆","Q65768604","studio = [[漫威影業]] "
"軍中樂園 (電影)","Q17500800","studio = 紅豆製作 "
"絕地營救","Q110819073","studio = [[胜图娱乐"
"食神 (電影)","Q2554607","studio = [[星輝海外有限公司]] "
"月光光新慌慌：萬聖結","Q85997053","studio = {{Plain list"
"功夫熊猫","Q129193","studio = [[夢工廠動畫]] "
"飢餓遊戲：鳴鳥與游蛇之歌","Q96377121","studio = {{Plainlist"
"跳出去","Q1102121","studio = [[中国电影集团]] "
"奇異博士 (電影)","Q18406872","studio = [[漫威影業]] "
"蜘蛛人：新宇宙","Q29588607","studio = {{Plainlist"
"拿破崙 (電影)","Q105806948","studio = {{Plainlist"
"玉蒲团之玉女心经","Q1081392","studio = [[嘉禾電影"
"隔離島","Q210364","studio = Phoenix Pictures<br />Appian Way Productions<br />Sikelia Productions "
"那年夏天，宁静的海","Q1157019","studio = {{Plain list"
"银河护卫队 (电影)","Q5887360","studio = [[漫威影業]] "
"魔髮奇緣","Q188439","studio = [[华特迪士尼影业]]<br>[[华特迪士尼动画工作室]] "
"那夜凌晨，我坐上了旺角開往大埔的紅VAN (電影)","Q15651974","studio = [[高先電影]]<br />[[一九0電影]] "
"POKÉMON 名偵探皮卡丘","Q47492499","studio = {{Plainlist"
"癲佬正傳","Q2132152","studio = [[德寶電影公司]] "
"傲慢與偏見 (2005年電影)","Q270385","studio = {{plainlist "
"洛丽塔 (1997年电影)","Q593877","studio = Guild<br />Lolita Productions<br />[[Pathé]] "
"低俗小说","Q104123","studio = [[法外之徒制片公司]]<br />[[丹尼·德维托"
"大賣空 (電影)","Q19850715","studio = [[摄政企业]]<br>[[B計劃娛樂公司]] "
"小丑2","Q108628759","studio = {{Plain list"
"自殺突擊隊：集結","Q57317060","studio = {{Plainlist"
"赌侠2之上海滩赌圣","Q4088982","studio = [[中國星集團"
"绣春刀 (电影)","Q15924967","studio = [[中国电影公司"
"一切始於一見鍾情","Q105095346","studio = ACE娛樂 "
"小行星城","Q108086029","studio = {{Plain list"
"陰兒房：鬼門陰深處","Q113467000","studio = {{Plain list"
"模犯生","Q29465710","studio = [[GDH 559]] "
"敢死队2","Q210812","studio = [[w:en:Nu Image"
"新鐵金剛之不日殺機","Q30931","studio = {{link-en"
"中国乒乓之绝地反击","Q117751723","studio = [[恒业影业]] "
"火線救援","Q258009","studio = [[Regency Enterprises]]<br />[[史考特自由製片公司]] "
"電影版 聲之形","Q23925035","studio = [[京都動畫]] "
"驚天營救2","Q108690659","studio = [[AGBO]]<br />{{lang"
"時尚惡女：庫伊拉","Q24284363","studio = {{Plainlist"
"玩命再劫","Q23016644","studio = {{Plainlist"
"捍衛任務3：全面開戰","Q52951815","studio = {{Plainlist"
"白日夢冒險王","Q3522637","studio = {{link-en"
"哥吉拉大戰金剛","Q56307503","studio = [[傳奇影業]] "
"侏羅紀公園","Q167726","studio = [[安培林娛樂]] "
"狂怒沙暴","Q60993034","studio = {{Plainlist"
"葉問4：完結篇","Q54958357","studio = [[東方影業 (香港)"
"侏罗纪世界","Q3512046","studio = [[傳奇電影公司]]<br>{{link-en"
"奇幻逆緣","Q183239","studio = {{link-en"
"摘星奇緣","Q200672","studio = {{tsl"
"弱点 (电影)","Q206497","studio = {{link-en"
"玉蒲團之偷情寶鑑","Q2706587","studio = [[嘉禾電影"
"瓦力 (電影)","Q104905","studio = [[華特迪士尼影業]]<br />[[彼思動畫製作室]] "
"親愛的大衛","Q110442448","studio = {{Plainlist"
"黑豹 (電影)","Q23780734","studio = {{plainlist"
"不標準情人","Q15982923","studio = {{ubl"
"哈利波特：火盃的考驗 (電影)","Q102225","studio = [[盛日影業]]<br />Patalex IV Productions "
"海上鋼琴師","Q1146711","studio = Sciarlò<br />Medusa Film "
"熱血高校","Q1141811","studio = | distributor = {{flagicon"
"燃燒烈愛","Q27964354","studio = Pinehouse Film<br/>Now Film<br/>[[日本廣播協會]] "
"杀死比尔","Q165325","studio = {{link-en"
"垃圾男孩","Q14774997","studio = O2 Filmes<br>PeaPie Films<br>[[Working Title Films]] "
"婚姻故事","Q48671199","studio = {{Plainlist"
"白頭山：半島浩劫","Q73993691","studio = [[DEXTER STUDIOS]]、Perfect Storm Film、[[CJ ENM"
"家有囍事","Q4727754","studio = [[高志森影業有限公司]] "
"蝙蝠俠 (2022年電影)","Q61117344","studio = {{Plainlist"
"奇蹟男孩","Q27958394","studio = {{Plainlist"
"阿郎的故事","Q2837448","studio = [[新藝城影業有限公司]] "
"美國隊長 (電影)","Q275120","studio = [[漫威工作室]] "
"变形金刚5：最后的骑士","Q24251026","studio = {{Plainlist"
"困在时间里的父亲","Q65066669","studio = {{Plainlist"
"浪客劍心 (電影)","Q2750748","studio = [[製作委員會方式"
"西线无战事 (2022年电影)","Q108837349","studio = Amusement Park "
"猛禽小隊：小丑女大解放","Q57177410","studio = {{Plainlist"
"月球隕落","Q101440388","studio = {{Plainlist"
"借物少女艾莉緹","Q699835","studio = [[吉卜力工作室]] "
"她和他的戀愛花期","Q85883356","studio = Filmmakers<br />Little More "
"我是傳奇","Q212689","studio = {{Plainlist"
"驚聲尖叫","Q27411","studio = Woods Entertainment<ref name=afi>{{cite web"
"赤裸羔羊","Q1021977","studio = 王晶創作室有限公司 "
"即刻救援","Q277080","studio = [[歐羅巴影業]] "
"復仇者聯盟2：奧創紀元","Q14171368","studio = [[漫威影業]] "
"相助","Q204374","studio = {{plainlist "
"異形2","Q104814","studio = {{plainlist"
"牠：第二章","Q42726338","studio = {{plainlist"
"原諒他77次","Q28410977","studio = {{flagicon"
"地球末日戰","Q28196","studio = {{Plainlist"
"屍速列車：感染半島","Q65061643","studio = Red Peter<ref>{{cite web "
"職業特工隊2","Q505790","studio = [[克魯斯-華格納製片]] "
"美國隊長4：美麗新世界","Q112322116","studio = [[漫威影業]] "
"同學麥娜絲","Q104051130","studio = | runtime = 122分鐘 "
"逃出絕命鎮","Q25136235","studio = {{Plainlist"
"蜘蛛人 (電影)","Q484442","studio = [[漫威娱乐]]<br />{{link-en"
"星際過客","Q20962283","studio = {{plainlist"
"致我们终将逝去的青春 (电影)","Q11837540","studio = {{ubl"
"驚奇4超人 (2015年電影)","Q16795448","studio = {{plainlist"
"子彈列車 (電影)","Q99900595","studio = {{Plainlist"
"大亨小傳 (2013年電影)","Q892735","studio = [[威秀电影公司]]<br />Red Wagon Entertainment<br />Bazmark Productions<br />{{link-en"
"黑亞當 (電影)","Q28657013","studio = {{Plainlist"
"劇場版 魔法少女小圓","Q10899321","studio = [[SHAFT]] "
"整蛊专家","Q775390","studio = [[中國星集團"
"蜜桃成熟時1997","Q15909779","studio = [[金馬娛樂有限公司 (香港)]] "
"未來戰士：黑暗命運","Q39072454","studio = {{Plainlist"
"孤味","Q104051116","studio = 彼此影業股份有限公司 "
"白雪公主 (1937年電影)","Q134430","studio = [[華特迪士尼動畫工作室]] "
"冰雪奇緣2","Q24733929","studio = {{Plainlist"
"哥斯拉 (2014年电影)","Q7731172","studio = [[傳奇電影公司]] "
"極地追擊","Q25339940","studio = {{Plainlist"
"多哥 (电影)","Q58814567","studio = [[华特迪士尼影片]] "
"鋒迴路轉","Q57982486","studio = {{Plain list"
"皇家特工：間諜密令","Q15068238","studio = {{Plainlist"
