"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"簡尼夫·班納","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Biography.Biography*|938|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|507","Q55294","tt0272839","Shackleton","not exact match",NA,NA
"瑞恩·高斯林","classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Biography.Biography*|987|classification.ores.articletopic/Geography.Regions.Americas.North_America|754|recommendation.image_section/exists|1","Q193815","tt0464062","I'm Still Here: Real Diaries of Young People Who Lived During the Holocaust","not exact match",NA,NA
"詹妮弗·洛佩兹","classification.ores.articletopic/Culture.Biography.Women|562|classification.ores.articletopic/Geography.Regions.Americas.North_America|615|classification.ores.articletopic/Culture.Media.Media*|971|classification.ores.articletopic/Culture.Media.Films|637|classification.ores.articletopic/Culture.Biography.Biography*|980|classification.ores.articletopic/Culture.Media.Music|585","Q40715","tt5588850","Chris Brown: Welcome To My Life","not exact match",NA,NA
"凯特·布兰切特","classification.ores.articletopic/Culture.Media.Films|981|classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Biography.Women|793|classification.ores.articletopic/Culture.Biography.Biography*|855|recommendation.image_section/exists|1","Q80966","tt0831586","Natural Selection","not exact match",NA,NA
"鬥魚 (電影)","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|899|classification.ores.articletopic/Geography.Regions.Asia.Asia*|939|classification.ores.articletopic/Culture.Media.Films|884|classification.ores.articletopic/Culture.Media.Media*|990","Q48936177","tt11205260","The Outsiders","not exact match",NA,NA
"薩諾斯","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Visual arts.Visual arts*|987|classification.ores.articletopic/Culture.Media.Films|337|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|990","Q2276627","tt6636812","Guardians of the Galaxy: The Telltale Series","not exact match",NA,NA
"飢餓遊戲 (電影系列)","classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Media.Media*|992","Q11885031","tt1392170","The Hunger Games","not exact match",NA,NA
"布莱斯·达拉斯·霍华德","classification.ores.articletopic/Geography.Regions.Americas.North America|640|classification.ores.articletopic/Culture.Biography.Biography*|515|classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.articletopic/Culture.Media.Films|804|recommendation.image_section/exists|1","Q229775","tt4442390","Solemates","not exact match",NA,NA
"麗素·慧絲","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|956|classification.ores.articletopic/Culture.Biography.Biography*|974|classification.ores.articletopic/Culture.Biography.Women|899","Q134077","tt0611664","Twilight of the Gods","not exact match",NA,NA
"米老鼠","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Literature|737","Q11934","tt0032455","Fantasia","not exact match",NA,NA
"克斯汀·鄧斯特","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Biography.Women|749|classification.ores.articletopic/Culture.Biography.Biography*|831|classification.ores.articletopic/Geography.Regions.Americas.North_America|531","Q76478","tt1229340","Anchorman 2: The Legend Continues","not exact match",NA,NA
"奇奇與蒂蒂","classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|919|classification.ores.articletopic/Culture.Literature|909|classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|904|classification.ores.articletopic/Culture.Media.Films|1000|recommendation.image/exists|1","Q403138","tt0096557","Chip 'n Dale: Rescue Rangers","not exact match",NA,NA
"來自紅花坂","classification.ores.articletopic/Culture.Literature|724|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|766|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|718|classification.ores.articletopic/Geography.Regions.Asia.Asia*|515|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|592|classification.ores.articletopic/Culture.Media.Media*|880","Q1319658","tt1798188","From Up on Poppy Hill","not exact match",NA,NA
"佐伊·索尔达娜","classification.ores.articletopic/Culture.Media.Films|982|classification.ores.articletopic/Geography.Regions.Americas.North_America|712|classification.ores.articletopic/Culture.Biography.Biography*|992|classification.ores.articletopic/Culture.Media.Media*|968|classification.ores.articletopic/Culture.Biography.Women|884|recommendation.image_section/exists|1","Q190162","tt0386504","Haven","not exact match",NA,NA
"伍迪·艾伦","classification.ores.articletopic/Culture.Media.Films|651|classification.ores.articletopic/Culture.Biography.Biography*|724|classification.ores.articletopic/Culture.Media.Media*|917|recommendation.image_section/exists|1","Q25089","tt2870756","Magic in the Moonlight","not exact match",NA,NA
"金柱憲","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|699|classification.ores.articletopic/Culture.Biography.Biography*|957|classification.ores.articletopic/Culture.Media.Media*|699|classification.ores.articletopic/Geography.Regions.Asia.Asia*|743|classification.ores.articletopic/Culture.Media.Films|569","Q27952527","tt6384176","88'Seoul","not exact match",NA,NA
"星際牛仔","classification.ores.articletopic/Culture.Media.Media*|961|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|949|classification.ores.articletopic/Culture.Literature|917|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|938|classification.ores.articletopic/Culture.Media.Films|507","Q232246","tt0213338","Cowboy Bebop","not exact match",NA,NA
"李華月","classification.ores.articletopic/Culture.Media.Media*|538|classification.ores.articletopic/Culture.Media.Films|622|classification.ores.articletopic/Culture.Biography.Biography*|976","Q16603445","tt0141120","The Ghost","not exact match",NA,NA
"大衛·哈伯","classification.ores.articletopic/Geography.Regions.Americas.North_America|835|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Media.Films|956|classification.ores.articletopic/Culture.Media.Media*|904","Q391359","tt0362269","Kinsey","not exact match",NA,NA
"可不可以，你也剛好喜歡我","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|936|classification.ores.articletopic/Geography.Regions.Asia.Asia*|907","Q97348425","tt12747236","Do You Love Me As I Love You","not exact match",NA,NA
"洛基 (第一季)","classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|960|classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|932|classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Media.Television|718|classification.ores.articletopic/Culture.Literature|934","Q107185252","tt9140554","Loki","not exact match",NA,NA
"朱迪·加兰","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Music|793|classification.ores.articletopic/Culture.Biography.Biography*|968|classification.ores.articletopic/Culture.Media.Films|930|classification.ores.articletopic/Culture.Biography.Women|777|classification.ores.articletopic/Geography.Regions.Americas.North_America|782|recommendation.image_section/exists|1","Q11637","tt7549996","Judy","not exact match",NA,NA
"喬許·布洛林","classification.ores.articletopic/Geography.Regions.Americas.North_America|629|classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Biography.Biography*|665|recommendation.image_section/exists|1","Q41396","tt1409024","Men in Black 3","not exact match",NA,NA
"大衛·田納特","classification.ores.articletopic/Culture.Biography.Biography*|907|classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|651|classification.ores.articletopic/Geography.Regions.Europe.Europe*|665|classification.ores.articletopic/Culture.Media.Films|718|classification.ores.articletopic/Culture.Media.Television|887","Q214601","tt1059847","The Brown Man","not exact match",NA,NA
"艾希頓·庫奇","classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Geography.Regions.Americas.North_America|952|classification.ores.articletopic/Culture.Biography.Biography*|995|classification.ores.articletopic/Culture.Media.Films|749","Q164782","tt0213149","Pearl Harbor","not exact match",NA,NA
"劉偉強","classification.ores.articletopic/Culture.Biography.Biography*|460|classification.ores.articletopic/Culture.Media.Media*|733|classification.ores.articletopic/Geography.Regions.Asia.East Asia|903|classification.ores.articletopic/Culture.Media.Films|874|classification.ores.articletopic/Geography.Regions.Asia.Asia*|981","Q715330","tt0468704","Daisy","not exact match",NA,NA
"A24 (公司)","classification.ores.articletopic/Culture.Media.Films|695|classification.ores.articletopic/Culture.Media.Media*|898|classification.ores.articletopic/STEM.STEM*|431|classification.ores.articletopic/History and Society.Business and economics|560","Q16248298","tt13833688","The Whale","not exact match",NA,NA
"恋空","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|921|classification.ores.articletopic/Geography.Regions.Asia.Asia*|793|classification.ores.articletopic/Culture.Literature|644|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|651|classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.articletopic/Culture.Media.Films|705","Q1196627","tt1194664","Sky of Love","not exact match",NA,NA
"英格丽·褒曼","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Media.Films|951|classification.ores.articletopic/Culture.Biography.Women|930|classification.ores.articletopic/Culture.Biography.Biography*|941|recommendation.image_section/exists|1","Q43247","tt0268597","AFI Life Achievement Award: A Tribute to Alfred Hitchcock","not exact match",NA,NA
"绿夜","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Geography.Regions.Asia.Asia*|808|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|826","Q116792964","tt26425693","Green Night","not exact match",NA,NA
"兰斯·雷迪克","classification.ores.articletopic/Culture.Biography.Biography*|964|classification.ores.articletopic/Geography.Regions.Americas.North_America|731|classification.ores.articletopic/Culture.Media.Films|712|classification.ores.articletopic/Culture.Media.Media*|938","Q322056","tt0224853","The Corner","not exact match",NA,NA
"珍妮佛·嘉納","classification.ores.articletopic/Culture.Media.Films|782|classification.ores.articletopic/Geography.Regions.Americas.North_America|847|classification.ores.articletopic/Culture.Biography.Women|822|classification.ores.articletopic/Culture.Biography.Biography*|995|classification.ores.articletopic/Culture.Media.Media*|839|recommendation.image_section/exists|1","Q172044","tt0817230","Valentine's Day","not exact match",NA,NA
"親愛的殺手","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|847|classification.ores.articletopic/Geography.Regions.Asia.Asia*|803","Q106557837","tt15448824","Be Alive Just Like You","not exact match",NA,NA
"HBO","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|890|classification.ores.articletopic/Geography.Regions.Americas.North_America|562","Q23633","tt0103466","The Larry Sanders Show","not exact match",NA,NA
"我要我们在一起 (电影)","classification.ores.articletopic/Geography.Regions.Asia.Asia*|771|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|798|classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Media.Films|963","Q110607986","tt14546082","Love Will Tear Us Apart","not exact match",NA,NA
"蓝色生死恋 (中国电影)","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|600|classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Geography.Regions.Asia.Asia*|665","Q65047011","tt9626928","Autumn Fairy Tale","not exact match",NA,NA
"黃綺琳","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|712|classification.ores.articletopic/Culture.Media.Media*|901|classification.ores.articletopic/Culture.Media.Films|890|classification.ores.articletopic/Geography.Regions.Asia.Asia*|749","Q11176743","tt1971525","Snoring Devil","not exact match",NA,NA
"蜘蛛人 (麥爾斯·莫拉雷斯)","classification.ores.articletopic/Culture.Media.Films|321|classification.ores.articletopic/Culture.Literature|997|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|997|classification.ores.articletopic/Culture.Visual arts.Visual arts*|963|classification.ores.articletopic/STEM.Biology|83|recommendation.image_section/exists|1|recommendation.image/exists|1","Q59826","tt5807780","Spider-Man","not exact match",NA,NA
"科恩兄弟","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Biography.Biography*|863|classification.ores.articletopic/Geography.Regions.Americas.North_America|651","Q56095","tt0034240","Sullivan's Travels","not exact match",NA,NA
"凱羅·忍","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Literature|651|classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Entertainment|507","Q21515016","tt2488496","Star Wars: Episode VII - The Force Awakens","not exact match",NA,NA
"蕭雅全","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Geography.Regions.Asia.Asia*|921|classification.ores.articletopic/Culture.Media.Media*|981|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|949|classification.ores.articletopic/Culture.Biography.Biography*|851|recommendation.image_section/exists|1","Q30948750","tt7955554","Father to Son","not exact match",NA,NA
"克勞德·史特萊夫","classification.ores.articletopic/Culture.Internet culture|999|classification.ores.articletopic/Culture.Media.Films|352|classification.ores.articletopic/Culture.Media.Video games|998|classification.ores.articletopic/STEM.Biology|639|classification.ores.articletopic/Culture.Literature|781|classification.ores.articletopic/Culture.Media.Media*|992","Q1798592","tt0489134","Last Order: Final Fantasy VII","not exact match",NA,NA
"電影 假面騎士GEATS 四人的ACE與黑狐","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|523|classification.ores.articletopic/Culture.Media.Media*|917|classification.ores.articletopic/Geography.Regions.Asia.Asia*|507|classification.ores.articletopic/Culture.Media.Films|718","Q120984672","tt28109737","Kamen Rider Geats: 4 Aces and the Black Fox","not exact match",NA,NA
"鬼太郎之妻","classification.ores.articletopic/Culture.Media.Films|352|classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Geography.Regions.Asia.Asia*|715|classification.ores.articletopic/Geography.Regions.Asia.East Asia|809","Q707871","tt1424036","My Husband is a Cartoonist","not exact match",NA,NA
"我在时间尽头等你","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|724|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Geography.Regions.Asia.Asia*|743|classification.ores.articletopic/Culture.Media.Films|948","Q105080537","tt11285152","Love You Forever","not exact match",NA,NA
"749局","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|988","Q109345157","tt10210064","749 Ju","not exact match",NA,NA
"查克·諾里斯","classification.ores.articletopic/Culture.Media.Films|843|classification.ores.articletopic/Culture.Sports|538|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|793|classification.ores.articletopic/Geography.Regions.Americas.North_America|743","Q2673","tt0070743","The Student Teachers","not exact match",NA,NA
"我为卿狂 (1991年电影)","classification.ores.articletopic/Culture.Media.Films|963|classification.ores.articletopic/Culture.Media.Media*|962|classification.ores.articletopic/Geography.Regions.Asia.Asia*|936|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|921","Q11074723","tt0189802","Hidden Desire","not exact match",NA,NA
"羅烈","classification.ores.articletopic/Geography.Regions.Asia.East_Asia|893|classification.ores.articletopic/Culture.Media.Media*|760|classification.ores.articletopic/Culture.Media.Films|569|classification.ores.articletopic/Culture.Biography.Biography*|961|classification.ores.articletopic/Geography.Regions.Asia.Asia*|904","Q707282","tt0098954","Yellowthread Street","not exact match",NA,NA
"淺野忠信","classification.ores.articletopic/Geography.Regions.Asia.Asia*|862|classification.ores.articletopic/Culture.Media.Films|323|classification.ores.articletopic/Geography.Regions.Asia.East Asia|667|classification.ores.articletopic/Culture.Biography.Biography*|787|recommendation.image_section/exists|1","Q379824","tt1440129","Battleship","not exact match",NA,NA
"葛晓洁","classification.ores.articletopic/Culture.Media.Films|909|classification.ores.articletopic/Geography.Regions.Americas.North_America|507|classification.ores.articletopic/Culture.Biography.Biography*|965|classification.ores.articletopic/Culture.Media.Media*|924","Q28086236","tt8531222","Dave","not exact match",NA,NA
"希羅·范恩斯·提芬","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Media.Films|835|classification.ores.articletopic/Geography.Regions.Europe.Europe*|531","Q1335213","tt16493630","Come As You Are","not exact match",NA,NA
"大卫·林奇","classification.ores.articletopic/Culture.Media.Films|992|classification.ores.articletopic/Geography.Regions.Americas.North_America|546|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Biography.Biography*|964|recommendation.image_section/exists|1","Q2071","tt0457414","Midnight Movies: From the Margin to the Mainstream","not exact match",NA,NA
"瑪姬·吉倫荷","classification.ores.articletopic/Culture.Media.Films|980|classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Biography.Biography*|921|classification.ores.articletopic/Geography.Regions.Americas.North_America|554|classification.ores.articletopic/Culture.Biography.Women|500|recommendation.image_section/exists|1","Q202381","tt0200027","Riding in Cars with Boys","not exact match",NA,NA
"彭浩翔","classification.ores.articletopic/Geography.Regions.Asia.Asia*|907|classification.ores.articletopic/Culture.Media.Films|963|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|914|classification.ores.articletopic/Culture.Media.Media*|949","Q4707732","tt0312932","You Shoot, I Shoot","not exact match",NA,NA
"楊群 (演員)","classification.ores.articletopic/Culture.Biography.Biography*|914|classification.ores.articletopic/Geography.Regions.Asia.Asia*|896|classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Culture.Media.Films|835|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|917","Q7177819","tt0098954","Yellowthread Street","not exact match",NA,NA
"杰克·斯派罗","classification.ores.articletopic/Culture.Media.Entertainment|434|classification.ores.articletopic/Culture.Literature|786|classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Films|627|classification.ores.articletopic/STEM.Biology|735","Q202857","tt0383574","Pirates of the Caribbean: Dead Man's Chest","not exact match",NA,NA
"色情作品","classification.ores.articletopic/STEM.Biology|893|classification.ores.articletopic/STEM.STEM*|826|classification.ores.articletopic/Culture.Media.Films|880|classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/History_and_Society.Society|974","Q291","tt0498445","Pornography: A Secret History of Civilisation","not exact match",NA,NA
"电影史","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|999","Q107478","tt0139714","The Birth, the Life and the Death of Christ","not exact match",NA,NA
"剝削電影","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000|recommendation.image_section/exists|1|recommendation.image/exists|1","Q1067324","tt0996966","Not Quite Hollywood: The Wild, Untold Story of Ozploitation!","not exact match",NA,NA
"沙查·巴隆·科恩","classification.ores.articletopic/Culture.Media.Films|986|classification.ores.articletopic/Culture.Media.Media*|984|classification.ores.articletopic/Geography.Regions.Americas.North_America|569|classification.ores.articletopic/Culture.Biography.Biography*|952","Q29055","tt1614895","The Greatest Story Ever D'ohed","not exact match",NA,NA
"猛鬼3寶","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|984|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Geography.Regions.Asia.Asia*|979","Q111799802","tt23331612","Let It Ghost","not exact match",NA,NA
"比利·鮑伯·松頓","classification.ores.articletopic/Geography.Regions.Americas.North_America|718|classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Biography.Biography*|974","Q202735","tt0611331","Billy Bob Thornton","not exact match",NA,NA
"奥斯汀·巴特勒","classification.ores.articletopic/Culture.Biography.Biography*|581|classification.ores.articletopic/Culture.Media.Media*|887|classification.ores.articletopic/Culture.Media.Films|709|classification.ores.articletopic/Geography.Regions.Americas.North America|540|classification.ores.articletopic/History and Society.Society|332","Q469954","tt3704428","Elvis","not exact match",NA,NA
"吉姆·史特格斯","classification.ores.articletopic/Culture.Media.Media*|954|classification.ores.articletopic/Culture.Biography.Biography*|612|classification.ores.articletopic/Culture.Media.Films|816","Q512577","tt1374992","Upside Down","not exact match",NA,NA
"李·佩斯","classification.ores.articletopic/Culture.Biography.Biography*|997|classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Geography.Regions.Americas.North_America|531|classification.ores.articletopic/Culture.Media.Films|926|recommendation.image_section/exists|1","Q355168","tt3083008","The Program","not exact match",NA,NA
"美國恐怖故事：凶宅","classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Geography.Regions.Americas.North America|528|classification.ores.articletopic/Culture.Media.Films|284|classification.ores.articletopic/Culture.Media.Entertainment|707|classification.ores.articletopic/Culture.Media.Television|997|recommendation.image_section/exists|1","Q689821","tt1844624","American Horror Story","not exact match",NA,NA
