"title","wikibase_item","Distributor"
"屍戰朝鮮","Q30947892","distributor = [[Netflix]] "
"風起","Q888131","distributor = {{flagicon"
"恐懼鬥室2","Q270410","distributor = [[獅門娛樂]] "
"ONE PIECE (網路劇)","Q109526557","distributor = Netflix "
"捍衛任務4","Q80322358","distributor = {{Plainlist"
"捍衛戰士：獨行俠","Q31202708","distributor = {{Plainlist"
"刻在你心底的名字","Q97160015","distributor = [[索尼影視娛樂]]（台灣）<br>[[Netflix]]（全球） "
"名偵探柯南：萬聖節的新娘","Q109844247","distributor = {{flagicon"
"一把青","Q19851573","distributor = [[公共電視文化事業基金會]] "
"尼羅河謀殺案 (2022年電影)","Q56816969","distributor = {{Plainlist"
"魔法公主","Q186572","distributor = {{flagicon"
"满城尽带黄金甲","Q51737","distributor = [[北京新画面影業有限公司]] "
"星際異攻隊3","Q29226331","distributor = [[華特迪士尼工作室電影]] "
"陰屍路 (電視劇)","Q232737","distributor = [[AMC (TV channel)"
"奪魂鋸3D","Q676284","distributor = [[獅門影業]] "
"探險活寶","Q53093","distributor = [[華納兄弟電視公司]] "
"恐懼鬥室3","Q276392","distributor = [[獅門娛樂]] "
"魔女首部曲：誕生","Q55106098","distributor = [[华纳兄弟]]韓國 "
"小美人魚 (2023年電影)","Q24357415","distributor = [[華特迪士尼工作室電影]] "
"全面啟動","Q25188","distributor = [[華納兄弟]] "
"长安诺","Q85884982","distributor = | channel = "
"功夫 (电影)","Q470759","distributor = {{flagicon"
"老友记","Q79784","distributor = [[全国广播公司"
"惡魔城 (動畫)","Q30610085","distributor = [[Netflix]] "
"雞不可失","Q55106022","distributor = {{flagicon"
"海角七號","Q713431","distributor = {{flagicon"
"甜蜜蜜 (电影)","Q708888","distributor = 嘉禾娛樂事業有限公司 "
"幽靈公館 (電影)","Q108940282","distributor = [[華特迪士尼工作室電影]] "
"天空之城","Q498577","distributor = [[日本]]：[[東映]]<br /> [[中國大陸]]：[[泰盛世纪文化]]<br /> [[台灣]]：[[博偉]]家庭娛樂<br /> [[美國]]：[[華特迪士尼]]集團家庭娛樂<br /> [[英國]]：Optimum Releasing<br /> [[澳洲]]、[[紐西蘭]]：Madman Entertainment<br /> [[德國]]：Universum Film GmbH "
"誰是被害者","Q93109397","distributor = | channel = [[Netflix]] "
"浪漫速成班","Q113994390","distributor = [[Netflix]] "
"英雄本色 (1986年電影)","Q641346","distributor = [[寰亞傳媒集團"
"印第安納瓊斯：命運輪盤","Q24278982","distributor = [[華特迪士尼工作室電影]] "
"納尼亞傳奇：黎明行者號","Q474082","distributor = [[二十世紀福斯]] "
"冰雪奇缘","Q246283","distributor = [[华特迪士尼工作室电影]] "
"楚門的世界","Q214801","distributor = [[派拉蒙電影公司]] "
"30天 (韓國電影)","Q116795756","distributor = Mindmark "
"艋舺 (電影)","Q713453","distributor = [[華納兄弟]] "
"埃及艳后 (电影)","Q4430","distributor = [[二十世紀影業"
"阿甘正传","Q134773","distributor = [[派拉蒙影業]] "
"寻梦环游记","Q5815826","distributor = [[華特迪士尼工作室電影]]<br>[[中影股份]]<small>（[[中國內地]]）</small> "
"當男人戀愛時 (2021年電影)","Q106020073","distributor = {{plainlist}} * [[索尼影視娛樂]]（臺灣） * [[中国电影集团]]（中國） * [[安樂影片]]（香港） * [[Netflix]]（全球） "
"小丑 (電影)","Q42759035","distributor = 華納兄弟 "
"汉尼拔 (电视剧)","Q888841","distributor = [[索尼影视电视公司]] "
"兩女一杯","Q83103","distributor = 馬可·維拉諾瓦 "
"AV帝王","Q65059862","distributor = | network = [[Netflix]] "
"生活大爆炸","Q8539","distributor = | network = [[哥倫比亞廣播公司]] "
"閃電俠 (電影)","Q23562553","distributor = 華納兄弟影業 "
"我可能不會愛你","Q6011000","distributor = | channel = [[民視無線台]]年度收視冠軍 "
"破案三人行","Q104007235","distributor = {{link-en"
"恐懼鬥室4","Q326319","distributor = [[獅門影業]] "
"香港奇案之吸血貴利王","Q15924595","distributor = {{flagicon"
"紙房子：韓國篇","Q107565086","distributor = [[Netflix]] "
"我的少女時代","Q19849935","distributor = 華聯國際影音 "
"沙贊！眾神之怒","Q84712809","distributor = [[華納兄弟影片]] "
"腦筋急轉彎 (電影)","Q6144664","distributor = [[華特迪士尼工作室電影]] "
"獵魔士 (電視劇)","Q47500433","distributor = [[Netflix]] "
"电锯惊魂6","Q834327","distributor = [[獅門影業]] "
"天生一对 (1998年电影)","Q729782","distributor = [[博偉"
"紙房子","Q29647346","distributor = [[Netflix]] "
"星期三 (电视剧)","Q105553568","distributor = {{Plainlist"
"末代皇帝 (电影)","Q212775","distributor = [[哥伦比亚影业]] "
"TENET天能","Q63985561","distributor = 華納兄弟 "
"KANO","Q10851237","distributor = [[威視電影]]（臺灣） "
"東方快車謀殺案 (2017年電影)","Q27689100","distributor = [[二十世紀福斯]] "
"崖上的波妞","Q236728","distributor = {{flagicon"
"飢餓遊戲 (電影)","Q212965","distributor = 獅門娛樂 "
"华尔街之狼","Q1392744","distributor = [[派拉蒙電影]] "
"西部世界","Q17572811","distributor = [[華納兄弟電視公司"
"變形金剛：萬獸崛起","Q107174193","distributor = [[派拉蒙影業]] "
"大娛樂家 (電影)","Q27942936","distributor = [[二十世紀福斯]]<br/>[[華特迪士尼工作室電影]]<small>（2020年重映）</small> "
"比悲傷更悲傷的故事：影集版","Q61056275","distributor = [[Netflix]] "
"阿凡達：水之道","Q3604746","distributor = [[二十世紀影業]] "
"招魂 (电影)","Q5540479","distributor = [[華納兄弟]] "
"動物方城市","Q15270647","distributor = [[華特迪士尼工作室電影]]<small>（全球）</small><br>[[中影股份]]<small>（中國大陸）</small> "
"Island (電視劇)","Q108735969","distributor = [[TVING]]<br>[[Prime Video]] "
"恶女 (台湾电影)",NA,"distributor = [[威望國際"
"樹大招風","Q19854354","distributor = [[寰亞電影發行]] "
"別叫我“賭神”","Q64822090","distributor = [[發行工作室"
"美女與野獸 (2017年電影)","Q19946102","distributor = [[華特迪士尼工作室電影]] "
"不可能的任務：全面瓦解","Q29261993","distributor = 派拉蒙影業 "
"犬夜叉","Q182056","distributor = | released = {{flagicon"
"尚氣與十環傳奇","Q65768589","distributor = [[華特迪士尼工作室電影]] "
"悲情城市","Q133461","distributor = {{flagicon"
"变形金刚电影系列","Q2073466","distributor = {{Plainlist "
"魔女宅急便","Q196602","distributor = {{flagicon"
"我們這一家","Q703261","distributor = {{flagicon"
"满江红 (2023年电影)","Q115921533","distributor = [[天津貓眼微影文化傳媒"
"格雷的五十道陰影 (電影)","Q14566553","distributor = [[環球影業]] "
"頭文字D (電影)","Q715374","distributor = [[寰亞電影發行有限公司]] "
"暗夜異劫","Q122231675","distributor = [[Hulu]] "
"电锯惊魂5","Q326177","distributor = [[獅門影業]] "
"八角笼中","Q120486242","distributor = [[猫眼娱乐"
"痞子英雄","Q4920214","distributor = [[得利影視]] "
"不能說的·秘密","Q699749","distributor = [[博偉電影股份有限公司]]<br>[[新力影業]]<br>[[安樂影片]] "
"秋日童話","Q32353","distributor = | channel = [[KBS第2頻道"
"角斗士 (电影)","Q128518","distributor = [[夢工廠]]（[[美國]]）<br />[[環球影業]] （海外） "
"潛逃時空","Q628082","distributor = [[二十世紀福斯]] "
"查理和巧克力工厂","Q218235","distributor = [[華納兄弟]] "
"蜘蛛人：無家日","Q68934496","distributor = [[索尼影視娛樂]] "
"教父 (電影)","Q47703","distributor = [[派拉蒙电影]] "
"汪汪隊立大功電影版","Q97609238","distributor = {{Plainlist"
"捍衛戰士","Q110138","distributor = [[派拉蒙影業]] "
"捍衛任務","Q15732802","distributor = [[獅門娛樂"
"王室緋聞守則","Q108858400","distributor = [[Amazon Prime Video]] "
"黑暗騎士","Q163872","distributor = [[華納兄弟]] "
"風之谷 (電影)","Q8885676","distributor = [[東映]]<br />{{flagicon"
"黑客帝国","Q83495","distributor = 華納兄弟 "
"命運航班","Q53406553","distributor = | channel = [[全国广播公司"
"終極名單","Q105753211","distributor = 亞馬遜影業 "
"怪獸與牠們的產地 (電影)","Q18199330","distributor = [[華納兄弟]] "
"寒戰II","Q24731518","distributor = 安樂影片<br>[[Disney+]]（串流平台） "
"加勒比海盗：黑珍珠号的诅咒","Q46717","distributor = [[博偉"
"假如愛有天意","Q485525","distributor = [[CJ E&M"
"魔戒電影三部曲","Q190214","distributor = [[新线影业]] "
"天国王朝","Q207698","distributor = [[20世紀福斯]] "
"第六感 (電影)","Q183063","distributor = [[華特迪士尼工作室電影"
"驚奇隊長2","Q89474225","distributor = [[華特迪士尼工作室電影]] "
"沙丘 (2021年電影)","Q60834962","distributor = [[華納兄弟影業]] "
"瘋狂亞洲富豪","Q29588623","distributor = [[華納兄弟]] "
"007：生死交戰","Q21534241","distributor = {{plainlist"
"美麗人生 (台視電視劇)","Q111848256","distributor = [[臺灣電視公司]] "
"3D肉蒲團之極樂寶鑑","Q192476","distributor = [[新寶院線"
"我的婆婆怎麼那麼可愛","Q85880175","distributor = [[公共電視文化事業基金會]] "
"怪兽电力公司","Q187726","distributor = [[博伟"
"偷天俠盜團","Q65121393","distributor = 大街娛樂（{{lang"
"王后傘下","Q111986155","distributor = [[Netflix]] "
"門徒 (電影)","Q1321406","distributor = [[發行工作室]] "
"樂來越愛你","Q20856802","distributor = [[獅門影視公司"
"哈利波特：神秘的魔法石 (電影)","Q102438","distributor = [[華納兄弟]] "
"下女的誘惑","Q20444585","distributor = [[CJ Entertainment]] "
"我想有個家","Q51803319","distributor = [[索尼经典电影]]<ref>{{cite web"
"賽德克·巴萊","Q647130","distributor = 果子電影有限公司<br/>[[中環公司"
"鬼手鬼手 請開口","Q116193178","distributor = {{Plainlist"
"八佰","Q64854696","distributor = {{plainlist"
"賭神","Q629847","distributor = [[橙天嘉禾"
"天外奇蹟","Q174811","distributor = [[華特迪士尼影業]] "
"調教你處男","Q114397511","distributor = {{le"
"海綿寶寶","Q83279","distributor = [[維亞康姆傳媒電視網]] "
"巨齒鯊 (電影)","Q27957869","distributor = [[華納兄弟]] "
"辛普森一家","Q886","distributor = [[第二十電視公司]] "
"玩具总动员","Q171048","distributor = [[華特迪士尼工作室電影"
"永恆族 (電影)","Q23894629","distributor = [[華特迪士尼工作室電影]] "
"First Love 初戀","Q109363674","distributor = Netflix "
"法貝爾曼 (電影)","Q107710009","distributor = [[環球影業]] "
"花樣年華","Q1056853","distributor = [[春光映畫]] "
"普罗米修斯 (电影)","Q192686","distributor = [[20世纪福斯]] "
"擁抱太陽的月亮","Q494127","distributor = | channel = [[文化廣播 (韓國)"
"少林足球","Q536299","distributor = [[寰宇娛樂文化]] "
"辣妹過招","Q631103","distributor = [[派拉蒙影業]] "
"活着 (電影)","Q151784","distributor = |released = {{FRA}}[[坎城影展]]：1994年5月18日<br>{{NET}}：1994年5月26日<br>{{ROC-TW}}：1994年6月18日<br>{{BHKG}}：1994年6月30日<br>{{GER}}：1994年7月28日<br>{{DEN}} {{UK}}：1994年10月14日<br>{{SPA}} {{SWE}}：1994年11月25日<br>{{USA}}：1994年12月<br>{{AUS}}：1994年12月16日<br>{{POR}}：1995年3月17日<br>{{KOR}}：1995年5月27日<br>{{JPN}}[[東京]]：2002年3月23日 "
"悲惨世界 (2012年电影)","Q28234","distributor = [[环球影业]] "
"沉默的羔羊","Q133654","distributor = {{link-en"
"黑暗騎士：黎明昇起","Q189330","distributor = [[華納兄弟]] "
"之前的我們","Q116025865","distributor = {{Plainlist"
"八仙饭店之人肉叉烧包","Q1254221","distributor = [[新寶院線"
"無間道III：終極無間","Q248354","distributor = [[寰亞電影發行"
"山楂树之恋 (电影)","Q1133999","distributor = [[北京新画面影业有限公司]]<br />[[中国电影集团公司]]<br />[[华夏电影发行有限责任公司]] "
"無間道II","Q767751","distributor = [[寰亞電影發行有限公司]] "
"超人特攻隊 (電影)","Q213326","distributor = [[華特迪士尼工作室電影"
"愛上變身情人","Q18684331","distributor = {{flagicon"
"一一","Q704513","distributor = 傳影互動 "
"我就要你好好的","Q20735644","distributor = [[華納兄弟]] "
"长空之王","Q116371087","distributor = [[淘票票"
"超級學校霸王","Q3091279","distributor = 嘉樂製片有限公司 "
"熔炉 (电影)","Q489969","distributor = CJ Entertainment "
"无名 (2023年电影)","Q116042266","distributor = 博纳影业<br />[[英皇電影]]（香港） "
"名偵探柯南：零的執行人","Q43984092","distributor = {{flagicon"
"復仇者聯盟","Q182218","distributor = [[華特迪士尼工作室電影]]<ref name=""Variety2""/> "
"老千：神之手","Q17054323","distributor = Lotte Entertainment<br>[[SidusHQ]] "
"白髮魔女2","Q7720038","distributor = 東方電影公司 "
"出神入化","Q499851","distributor = {{flagicon"
"红猪","Q498375","distributor = {{flagicon"
"盜墓迷城","Q202508","distributor = [[环球影业]] "
"超級瑪利歐兄弟電影版","Q108671102","distributor = {{Plainlist"
"白夜行","Q710681","distributor = | channel = [[TBS電視台"
"汽車總動員","Q182153","distributor = [[華特迪士尼影業"
"私人订制","Q15295487","distributor = [[华谊兄弟]] "
"路西法 (電視劇)","Q19520525","distributor = [[華納兄弟電視公司"
"納尼亞傳奇：獅子·女巫·魔衣櫥","Q485803","distributor = [[華特迪士尼工作室電影"
"無聲 (2020年台灣電影)","Q100270990","distributor = {{Plainlist}} * [[威望國際"
"料理鼠王","Q170035","distributor = [[華特迪士尼工作室電影"
"連鎖蝶變","Q221109","distributor = [[新線影業]] "
"當辣妹來敲門","Q18151446","distributor = [[獅門娛樂]] "
"死神來了","Q7561043","distributor = [[新線影業]] "
"陰陽錯","Q5399178","distributor = 新藝城 "
"闪灵 (电影)","Q186341","distributor = [[华纳兄弟]] "
"我不是药神","Q55376631","distributor = [[阿里影业]]（{{CHNML}}）<br />[[安乐影片]]（{{HKG-MAC}}）<br />[[Netflix]]（{{flag"
"消失的爱人 (2014年电影)","Q14920425","distributor = [[二十世紀福斯]] "
"自殺突擊隊 (電影)","Q18604504","distributor = [[華納兄弟]] "
"海洋奇缘","Q18647981","distributor = {{Plain list"
"腿 (電影)","Q101215862","distributor = [[甲上娛樂]]（臺灣）<br>[[高先電影]]（香港） "
"魔間行者","Q219150","distributor = 華納兄弟<ref name=afi /> "
"银翼杀手","Q184843","distributor = [[華納兄弟]] "
"美麗人生 (意大利電影)","Q19355","distributor = [[米拉麥克斯影業]] <small>(美國)</small> "
"霜花店 (电影)","Q484709","distributor = Showbox "
"最後生還者 (電視劇)","Q87131973","distributor = [[華納兄弟電視公司"
"這個殺手不太冷","Q484675","distributor = [[哥倫比亞電影]]<br />[[高蒙電影公司"
"黑帮大佬和我的365日","Q85520182","distributor = Next Film "
"惡棍英雄：死侍","Q19347291","distributor = 二十世紀福斯 "
"名偵探柯南：緋色的彈丸","Q76769702","distributor = {{flagicon"
"海邊的曼徹斯特","Q19864603","distributor = {{Plainlist"
"007大战皇家赌场","Q151904","distributor = [[米高梅]]<br />[[哥伦比亚电影公司]] "
"敢死队3","Q14370516","distributor = [[Lionsgate Films"
"下一站，幸福 (電視劇)","Q704299","distributor = [[三立電視]]、[[采昌國際多媒體]] "
"人工智能 (电影)","Q221113","distributor = [[梦工厂]]（北美）<br />[[华纳兄弟公司]]（全球） "
"臥虎藏龍 (電影)","Q273978","distributor = [[索尼经典电影"
"唐人街探案","Q22100100","distributor = 万达影视传媒有限公司、五洲电影发行有限公司 "
"模仿游戏","Q14918344","distributor = [[通道影業]]{{small"
"狮子王","Q36479","distributor = [[博偉"
"寒戰","Q2089457","distributor = [[安樂影片有限公司]]<br>[[Disney+]]（串流平台） "
"靈魂奇遇記","Q64744044","distributor = {{plainlist"
"斷背山","Q160618","distributor = [[焦點影業]]<small>（北美）</small><br />[[環球影業]]<small>（全球）</small> "
"玩命關頭7","Q14650496","distributor = [[環球影業]] "
"三傻大闹宝莱坞","Q229633","distributor = Vinod Chopra Productions "
"名偵探柯南：紺青之拳","Q59418140","distributor = {{flagicon"
"黑金 (電影)","Q11179611","distributor = {{flagicon"
"赤道 (電影)","Q15356454","distributor = [[寰亞電影發行有限公司]] "
"布达佩斯大饭店","Q3521099","distributor = 福斯探照燈影業 "
"慾望城市","Q35791","distributor = [[Warner Bros. Television]] "
"东邪西毒","Q725167","distributor = （香港）[[澤東電影]]<br />（臺灣）[[學者有限公司]] "
"西遊記大結局之仙履奇緣","Q3278995","distributor = 金馬娛樂有限公司 "
"浴血任務","Q206374","distributor = [[Lions Gate Entertainment"
"少年悍將GO！","Q3809524","distributor = [[Warner Bros. Television Distribution]] "
"銀翼殺手2049","Q21500755","distributor = {{Plainlist"
"一級玩家 (電影)","Q22000542","distributor = 華納兄弟 "
"晴雅集","Q104489028","distributor = {{Plain list"
"金装律师","Q370185","distributor = | channel = [[USA Network]] "
"五億探長雷洛傳","Q10881514","distributor = [[橙天嘉禾"
"胭脂扣","Q834800","distributor = [[嘉禾電影]] "
"人体蜈蚣","Q854419","distributor = Bounty Films {{nowrap"
"粉紅豬一家親","Q938985","distributor = Contender Entertainment Group <small>（2004年）</small><br />Rubber Duck Entertainment <small>（2006年）</small><br />Entertainment One <small>（2007–2009年）</small><br />{{link-en"
"極道追踪","Q3575676","distributor = [[嘉禾電影"
"牠 (電影)","Q25136484","distributor = {{plainlist"
"沙贊！ (電影)","Q23685878","distributor = [[華納兄弟]] "
"幸福綠皮書","Q48673898","distributor = [[環球影業]] "
"西游·降魔篇","Q4253250","distributor = {{flagicon"
"赌侠","Q3109670","distributor = [[橙天嘉禾"
"初戀那件小事","Q1100224","distributor = [[沙哈蒙空電影國際有限公司]]<br />Workpoint Entertainment "
"攻心諜戰","Q111149342","distributor = [[Netflix]] "
"月光光新慌慌：萬聖殺","Q67279679","distributor = [[環球影業]] "
"午夜凶鈴","Q531328","distributor = [[東寶]]<br />{{flagicon"
"莫比烏斯 (電影)","Q13471372","distributor = NEW "
"開心鬼","Q12357544","distributor = {{HKG-1959}}[[新藝城]]<br>{{TWN}}待查 "
"小时代 (电影)","Q10959046","distributor = 群星瑞智、大盛国际（中国大陆）<br>群星瑞智、安乐影片（香港）<br>群星瑞智、安万进影业（台湾） "
"敦克爾克大行動","Q21935651","distributor = [[華納兄弟]] "
"一路向西","Q10864087","distributor = | released = {{HKG}}：{{AUS}}：{{NZ}}：{{film date"
"请以你的名字呼唤我 (电影)","Q25136757","distributor = {{ubl"
"心灵捕手","Q193835","distributor = {{USA}}Miramax "
"犀利人妻","Q5932160","distributor = | channel = [[台視主頻]] "
"時凶感應","Q252409","distributor = [[試金石影片]] "
"世界大战 (2005年电影)","Q202028","distributor = [[派拉蒙影業]]<br />[[夢工廠]] "
"安眠書店 (電視劇)","Q39082126","distributor = 華納兄弟電視公司 "
"唐伯虎點秋香 (電影)","Q838900","distributor = [[橙天嘉禾"
"賭神2","Q702437","distributor = [[嘉禾電影"
"飢餓遊戲 (電影系列)","Q11885031","distributor = [[獅門娛樂]] "
"奇幻魔法屋","Q103372692","distributor = [[華特迪士尼工作室電影]]<br>[[中国电影股份有限公司]]（[[中國大陸]]） "
"倩女幽魂 (1987年電影)","Q300356","distributor = 金公主娛樂有限公司 "
"不可能的任務：失控國度","Q17548046","distributor = [[派拉蒙影業]] "
"辛德勒的名单","Q483941","distributor = [[环球影业]] "
"侏羅紀世界：統霸天下","Q55178974","distributor = [[環球影業]]<ref name=""Companies"" /> "
"史瑞克","Q483815","distributor = （美国）[[夢工廠]]<br />（國際）[[聯合國際影業]] "
"阿飛正傳","Q1306553","distributor = 學者有限公司（香港）<ref name=""museum"" /> "
"超難搞先生","Q111608782","distributor = {{le"
"美丽心灵","Q164103","distributor = [[環球影業]] <br /> [[梦工厂]] "
"西遊記第壹佰零壹回之月光寶盒","Q868483","distributor = 彩星電影公司 "
"金陵十三钗","Q699224","distributor = [[北京新画面影业公司]] "
"水行俠 失落王國","Q91226161","distributor = [[華納兄弟影片]] "
"曼達洛人 (電視劇)","Q56876444","distributor = {{le"
"名偵探柯南：純黑的惡夢","Q21600367","distributor = {{flagicon"
"幸運緣是妳","Q599420","distributor = [[华纳兄弟]]<br />{{tsl"
"荒唐分局","Q13417244","distributor = {{link-en"
"天若有情 (1990年電影)","Q2819829","distributor = [[新寶"
"海底总动员","Q132863","distributor = [[華特迪士尼工作室電影"
"瞞天過海：八面玲瓏","Q25627545","distributor = [[華納兄弟]]<ref name=insight /> "
"鋼鐵英雄","Q21010856","distributor = [[頂峰娛樂]] "
"雷神 (电影)","Q217020","distributor = [[派拉蒙影業]] "
"出神入化2","Q18703028","distributor = [[頂峰娛樂]]（美國）<br />[[中國電影集團公司]]（中國大陸） "
"神力女超人1984","Q33408623","distributor = [[華納兄弟]] "
"厲陰宅2","Q21001651","distributor = [[華納兄弟]] "
"殭屍 (電影)","Q11125292","distributor = [[橙天嘉禾"
"音乐之声 (电影)","Q60072","distributor = [[二十世紀福斯]] "
"姦臣 (韓國電影)","Q19840918","distributor = {{link-en"
"赌圣","Q2837581","distributor = [[嘉禾娛樂"
"水行俠 (電影)","Q22998395","distributor = 華納兄弟 "
"分裂 (2016年電影)","Q21869840","distributor = [[環球影業]] "
"罪夢者","Q48897212","distributor = [[Netflix]] "
"香港重案實錄之西環浮屍","Q15914555","distributor = [[東方電影發行有限公司]] "
"親愛的房客","Q97161350","distributor = 牽猴子整合行銷股份有限公司 "
"真愛每一天","Q4668586","distributor = [[环球影业]] "
"劍雨","Q718130","distributor = [[龍祥電影]]<br/>美商[[高捷國際開發有限公司]]台灣分公司 "
"蟻人與黃蜂女：量子狂熱","Q105359456","distributor = [[華特迪士尼工作室電影]] "
"奧術","Q85518571","distributor = | network = {{Plainlist"
"又，吳海英","Q23919406","distributor = | channel = [[TVN"
"梵蒂岡驅魔士","Q116733128","distributor = {{le"
"鐵甲奇俠 (電影)","Q192724","distributor = [[派拉蒙影業]] "
"黑鏡","Q558112","distributor = [[Endemol UK]] "
"等一個人咖啡","Q16077910","distributor = [[威視股份有限公司]] "
"玩命關頭9","Q29466808","distributor = [[環球影業]] "
