"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"American Horror Story: Roanoke","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Geography.Regions.Americas.North America|620|classification.ores.articletopic/Culture.Media.Television|970|classification.ores.articletopic/Culture.Media.Entertainment|553|classification.ores.articletopic/Culture.Media.Films|459|recommendation.link/exists|1","Q25842548","tt1844624","American Horror Story","not exact match",NA,NA
"Norma (Oper)","classification.ores.articletopic/Culture.Performing arts|999|classification.ores.articletopic/Culture.Media.Media*|962|classification.ores.articletopic/Culture.Media.Music|996|classification.ores.articletopic/Culture.Media.Films|917","Q320353","tt0339454","Norma","not exact match",NA,NA
"American Horror Story: Freak Show","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Media.Films|656|classification.ores.articletopic/Culture.Media.Entertainment|601|classification.ores.articletopic/Culture.Media.Television|953","Q16004491","tt1844624","American Horror Story","not exact match",NA,NA
"Tonfilm","classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Culture.Media.Films|963","Q848512","tt0231182","The Arsonist","not exact match",NA,NA
"Kimba, der weiße Löwe","classification.ores.articletopic/Culture.Literature|997|classification.ores.articletopic/Culture.Media.Films|403|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Visual arts.Visual arts*|996|recommendation.image/exists|1","Q696580","tt0058817","Kimba the White Lion","not exact match",NA,NA
"Nirgendwo ist Poenichen (Film)","classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|956","Q1456047","tt0135731","Jauche und Levkojen","not exact match",NA,NA
"Playboy Mansion","classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Culture.Media.Films|847","Q1783719","tt0355570","Playboy: Inside the Playboy Mansion","not exact match",NA,NA
"Independent-Film","classification.ores.articletopic/Culture.Media.Media*|954|classification.ores.articletopic/Culture.Media.Films|999|recommendation.image/exists|1","Q459290","tt0390538","Tarnation","not exact match",NA,NA
"Guinea Pig (Filmreihe)","classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Media*|948","Q546963","tt0161641","Making of Guinea Pig","not exact match",NA,NA
"Precious – Das Leben ist kostbar","classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|979","Q269331","tt0929632","Precious","not exact match",NA,NA
"Descendants: The Rise of Red","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|998","Q115941750","tt20202136","Descendants: The Rise of Red","match",NA,NA
"Blacked Raw","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|992","Q83840725","tt8085744","Blacked Raw","match",NA,NA
"Tushy Raw","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|991|classification.ores.articletopic/Culture.Biography.Women|507","Q104627231","tt10731470","Tushy RAW","not exact match",NA,NA
"Die Ratten","classification.ores.articletopic/Culture.Media.Media*|975|classification.ores.articletopic/Culture.Media.Films|920","Q1215655","tt0048542","The Rats","not exact match",NA,NA
"Red Digital Cinema Camera Company","classification.ores.articletopic/Culture.Media.Films|941|classification.ores.articletopic/Culture.Media.Media*|917","Q1257270","tt3032476","Better Call Saul","not exact match",NA,NA
"Mothra","classification.ores.articletopic/Geography.Regions.Asia.East Asia|817|classification.ores.articletopic/Culture.Media.Films|843|classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Culture.Media.Entertainment|687|classification.ores.articletopic/Geography.Regions.Asia.Asia*|848|classification.ores.articletopic/Culture.Literature|923","Q1423458","tt0055198","Mothra","match",NA,NA
"Nigerianischer Film","classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Geography.Regions.Africa.Western_Africa|855|classification.ores.articletopic/Culture.Media.Films|724|classification.ores.articletopic/Geography.Regions.Africa.Africa*|926","Q1136243","tt23635786","Battle on Buka Street","not exact match",NA,NA
"Clown Ferdinand","classification.ores.articletopic/Culture.Media.Television|523|classification.ores.articletopic/Geography.Regions.Europe.Europe*|679|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|615","Q1102827","tt2042867","Clown Ferdinand","match",NA,NA
"Brennendes Geheimnis","classification.ores.articletopic/Geography.Regions.Europe.Europe*|679|classification.ores.articletopic/Culture.Literature|523|classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|808|classification.ores.articletopic/Culture.Media.Films|507","Q909228","tt0094816","Burning Secret","not exact match",NA,NA
"Vivid Entertainment Group","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|999|recommendation.image_section/exists|1|recommendation.image/exists|1","Q629244","tt1672835","Savanna's Anal Gangbang","not exact match",NA,NA
"Das Delta der Venus","classification.ores.articletopic/Culture.Media.Films|430|classification.ores.articletopic/Culture.Literature|986|classification.ores.articletopic/STEM.Biology|119|classification.ores.articletopic/Culture.Media.Media*|890|classification.ores.articletopic/Culture.Media.Books|938","Q1167497","tt0109593","Delta of Venus","not exact match",NA,NA
"P.S. Ich liebe Dich","classification.ores.articletopic/Culture.Literature|878|classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Films|313|classification.ores.articletopic/Culture.Media.Books|966|recommendation.image/exists|1","Q1633092","tt0431308","P.S. I Love You","not exact match",NA,NA
"Super Panavision 70","classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Media.Films|999","Q1336645","tt0064615","Mackenna's Gold","not exact match",NA,NA
"Marie Bonaparte","classification.ores.articletopic/Culture.Media.Films|270|classification.ores.articletopic/Culture.Biography.Biography*|920|classification.ores.articletopic/Culture.Biography.Women|866|classification.ores.articletopic/Geography.Regions.Europe.Western Europe|817|classification.ores.articletopic/History and Society.History|912|classification.ores.articletopic/Geography.Regions.Europe.Europe*|982","Q115472","tt0363801","Princesse Marie","not exact match",NA,NA
"When I’m Gone (Carter-Lied)","classification.ores.articletopic/Culture.Media.Films|331|classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Music|784","Q14915219","tt2841532",NA,NA,NA,NA
"Mr. Potato Head","classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Media.Entertainment|988|classification.ores.articletopic/Culture.Media.Films|340","Q549344","tt0315688","The Mr. Potato Head Show","not exact match",NA,NA
"One-Shot-Video","classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Media.Films|500","Q25212003","tt6338476","Lost in London","not exact match",NA,NA
"Kuddelmuddel","classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Films|877|classification.ores.articletopic/Culture.Biography.Biography*|562","Q1250702","tt0487691","Kuddelmuddel","match",NA,NA
"Puls (Roman)","classification.ores.articletopic/Culture.Media.Films|453|classification.ores.articletopic/Culture.Literature|949|classification.ores.articletopic/Culture.Media.Media*|979","Q469889","tt0775440","Cell","not exact match",NA,NA
"Feind hört mit","classification.ores.articletopic/Culture.Media.Films|585|classification.ores.articletopic/Culture.Media.Media*|793","Q96099384","tt0135746","Achtung! Feind hört mit!","not exact match",NA,NA
"Hautnah (Theaterstück)","classification.ores.articletopic/Culture.Performing arts|946|classification.ores.articletopic/Culture.Media.Films|356|classification.ores.articletopic/Culture.Media.Media*|759","Q379913","tt0376541","Closer","not exact match",NA,NA
"Cherchez la femme","classification.ores.articletopic/Culture.Media.Films|665|classification.ores.articletopic/Culture.Media.Media*|909","Q45407","tt0140893","Cherchez la femme","match",NA,NA
"Hotarubi no Mori e","classification.ores.articletopic/Culture.Media.Films|693|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Visual arts.Visual arts*|998","Q1116103","tt2061702","To the Forest of Firefly Lights","not exact match",NA,NA
"Spreewaldkrimi: Das Geheimnis im Moor","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|983|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|538","Q1168171","tt5162994","Das Geheimnis im Moor","not exact match",NA,NA
"Der Fall der Generale","classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/Culture.Media.Films|965","Q122890619","tt0336414","Der Fall der Generale","match",NA,NA
"Idina Sackville","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Biography.Biography*|917|classification.ores.articletopic/Culture.Media.Media*|679","Q6470239","tt0094317","White Mischief","not exact match",NA,NA
"Tagline","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Media.Films|326|recommendation.image/exists|1","Q1292193","tt0076759","Star Wars: Episode IV - A New Hope","not exact match",NA,NA
"Tunnelmensch","classification.ores.articletopic/Culture.Literature|907|classification.ores.articletopic/Culture.Media.Films|291|recommendation.image/exists|1","Q1463932","tt0300811","Mole People: Life in the World Below","not exact match",NA,NA
"Ginga Tetsudō 999","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Media.Media*|801|classification.ores.articletopic/Culture.Visual arts.Visual arts*|997|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Media.Films|489|recommendation.link/exists|1","Q92576","tt0185066","Galaxy Express 999","not exact match",NA,NA
"Axel Foley","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Entertainment|498|classification.ores.articletopic/Culture.Media.Films|308|classification.ores.articletopic/Culture.Literature|805|classification.ores.articletopic/Culture.Media.Television|756|recommendation.link/exists|1","Q634968","tt0086960","Beverly Hills Cop","not exact match",NA,NA
"Entwicklungshölle","classification.ores.articletopic/Culture.Literature|651|classification.ores.articletopic/Culture.Media.Films|988|classification.ores.articletopic/Culture.Media.Video games|493|classification.ores.articletopic/Culture.Media.Media*|969","Q2081312","tt2588308","Development Hell","not exact match",NA,NA
"No Time to Die Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Music|961","Q108761495","tt2382320","No Time to Die","not exact match",NA,NA
"James Bond jagt Goldfinger","classification.ores.articletopic/Culture.Literature|843|classification.ores.articletopic/Culture.Media.Films|973|classification.ores.articletopic/Culture.Media.Books|592|classification.ores.articletopic/Culture.Media.Media*|936","Q1777426","tt0058150","Goldfinger","not exact match",NA,NA
"Liebe, Tanz und 1000 Schlager","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.articletopic/Culture.Media.Radio|919","Q1235694","tt0048300","Love, Dance, and 1000 Songs","not exact match",NA,NA
"Dune Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Media.Films|527|classification.ores.articletopic/Culture.Media.Music|898","Q108595383","tt1160419","Dune","not exact match",NA,NA
"After the Rain","classification.ores.articletopic/Culture.Literature|998|classification.ores.articletopic/Culture.Media.Films|277|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Visual arts.Visual arts*|995","Q20044164","tt7637350","After the Rain","match",NA,NA
"Danny Exnar","classification.ores.articletopic/Geography.Regions.Europe.Europe*|658|classification.ores.articletopic/Culture.Media.Media*|941|classification.ores.articletopic/Culture.Media.Films|554|classification.ores.articletopic/Culture.Media.Music|523|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|500|classification.ores.articletopic/Culture.Biography.Biography*|993","Q1164577","tt14549270","The Palace","not exact match",NA,NA
"Goodbye Marylin","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q106381772","tt2382009","Nymphomaniac: Vol. II","not exact match",NA,NA
"Deutsch-türkisches Kino","classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|562|classification.ores.articletopic/Culture.Media.Media*|890","Q487557","tt0100470","Journey of Hope","not exact match",NA,NA
"Der trojanische Krieg findet nicht statt","classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|979|classification.ores.articletopic/Geography.Regions.Europe.Europe*|912|classification.ores.articletopic/Culture.Performing_arts|812|classification.ores.articletopic/Culture.Media.Films|890|classification.ores.articletopic/Culture.Media.Media*|705|recommendation.image/exists|1","Q1040297","tt0453235","Der trojanische Krieg findet nicht statt","match",NA,NA
"Midnight Movie","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Media.Films|986|recommendation.image/exists|1","Q638364","tt0457414","Midnight Movies: From the Margin to the Mainstream","not exact match",NA,NA
"Blade Runner 2049 (Soundtrack)","classification.ores.articletopic/Culture.Media.Music|712|classification.ores.articletopic/Culture.Media.Films|729|classification.ores.articletopic/Culture.Media.Media*|913","Q41658109","tt1856101","Blade Runner 2049","not exact match",NA,NA
"Hitchcockfilm","classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|962","Q1621121","tt0051201","Witness for the Prosecution","not exact match",NA,NA
"Private Snafu","classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Media.Films|754","Q1141955","tt0305983","Private Snafu Presents Seaman Tarfu in the Navy","not exact match",NA,NA
"Verfilmungen von Werken Goethes","classification.ores.articletopic/Culture.Media.Films|899|classification.ores.articletopic/Culture.Media.Media*|847|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|749|classification.ores.articletopic/Geography.Regions.Europe.Europe*|679","Q19721152","tt0210388","Wilhelm Meisters Lehrjahre","not exact match",NA,NA
"Samurai Deeper Kyo","classification.ores.articletopic/Culture.Media.Video games|713|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Visual arts.Visual arts*|993|classification.ores.articletopic/Culture.Literature|995|classification.ores.articletopic/Culture.Media.Films|849|recommendation.image/exists|1","Q621603","tt0852880","Samurai Deeper Kyo","match",NA,NA
"Reel Bad Arabs","classification.ores.articletopic/Culture.Biography.Biography*|949|classification.ores.articletopic/Culture.Media.Media*|919|classification.ores.articletopic/Culture.Media.Films|839","Q17591360","tt0443610","Planet of the Arabs","not exact match",NA,NA
"Elstree Studios","classification.ores.articletopic/Culture.Media.Films|871|classification.ores.articletopic/Culture.Media.Media*|961","Q22001022","tt0055701","The Saint","not exact match",NA,NA
"The Lion King Original Motion Picture Soundtrack (2019)","classification.ores.articletopic/Culture.Media.Films|722|classification.ores.articletopic/Culture.Media.Music|964|classification.ores.articletopic/Culture.Media.Media*|958","Q65428547","tt6105098","The Lion King","not exact match",NA,NA
"Die Mondscheingasse","classification.ores.articletopic/Culture.Media.Films|430|classification.ores.articletopic/Culture.Media.Books|989|classification.ores.articletopic/Culture.Literature|982|classification.ores.articletopic/Culture.Media.Media*|983","Q1214846","tt0093887","La ruelle au clair de lune","not exact match",NA,NA
"Zürich – Transit","classification.ores.articletopic/Culture.Media.Media*|932|classification.ores.articletopic/Geography.Regions.Europe.Europe*|731|classification.ores.articletopic/Culture.Media.Films|592|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|658","Q248652","tt0282277","Zürich - Transit","not exact match",NA,NA
"Looney Tunes und Merrie Melodies/Filmografie (1929–1939)","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|989","Q554645","tt0022045","Lady, Play Your Mandolin!","not exact match",NA,NA
"Sag’ die Wahrheit (unvollendeter Film)","classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|999","Q18920360","tt17068656","Sag' die Wahrheit","not exact match",NA,NA
"Argentinischer Film","classification.ores.articletopic/Culture.Media.Films|920|classification.ores.articletopic/Geography.Regions.Americas.South America|999|classification.ores.articletopic/Culture.Media.Media*|859","Q646116","tt1705786","Chinese Take-Out","not exact match",NA,NA
"Eine amerikanische Tragödie (Film)","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Films|997|recommendation.image/exists|1","Q3549812","tt0021607","An American Tragedy","not exact match",NA,NA
"Ghostbusters II (Soundtrack)","classification.ores.articletopic/Culture.Media.Media*|955|classification.ores.articletopic/Culture.Media.Films|310|classification.ores.articletopic/Culture.Media.Music|858","Q1521922","tt0097428","Ghostbusters II","not exact match",NA,NA
"Saat der Angst","classification.ores.articletopic/Culture.Visual arts.Visual arts*|998|classification.ores.articletopic/Culture.Literature|996|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Geography.Regions.Asia.East Asia|586|classification.ores.articletopic/Culture.Media.Films|948","Q15040704","tt2821784","Pet Peeve","not exact match",NA,NA
"Afrikanisches Kino","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Geography.Regions.Africa.Africa*|997|classification.ores.articletopic/Geography.Regions.Africa.Western_Africa|843|recommendation.image/exists|1","Q387670","tt1357383","Le divorce","not exact match",NA,NA
"Surface Pressure","classification.ores.articletopic/Culture.Media.Films|463|classification.ores.articletopic/Culture.Media.Music|302|classification.ores.articletopic/Culture.Media.Media*|968","Q110713586","tt2953050","Encanto","not exact match",NA,NA
"Love (Nancy-Adams-Lied)","classification.ores.articletopic/Culture.Media.Music|351|classification.ores.articletopic/Culture.Media.Media*|973|classification.ores.articletopic/Culture.Media.Films|956","Q6690237","tt0432283","Fantastic Mr. Fox","not exact match",NA,NA
"Wanja Lasarowa","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Geography.Regions.Europe.Southern_Europe|665|classification.ores.articletopic/Culture.Biography.Biography*|822|classification.ores.articletopic/Culture.Media.Films|658|classification.ores.articletopic/Geography.Regions.Europe.Europe*|839|classification.ores.articletopic/Culture.Media.Music|984|recommendation.image/exists|1","Q12905484","tt0110882","Before the Rain","not exact match",NA,NA
"Film ist Rhythmus","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Films|999","Q64698085","tt0012620","Rhythmus 21","not exact match",NA,NA
"Der Menschenfresser von Kumaon","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|999","Q6746102","tt0040567","Man-Eater of Kumaon","not exact match",NA,NA
"Ritter Blaubart (Film)","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|917|classification.ores.articletopic/Geography.Regions.Europe.Europe*|749|classification.ores.articletopic/Culture.Media.Media*|1000","Q47012245","tt13299088","Ritter Blaubart (Barbe-Bleue)","not exact match",NA,NA
"Des Meeres und der Liebe Wellen (1912)","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q20743917","tt6020736","Des Meeres und der Liebe Wellen (II)","not exact match",NA,NA
"Showscan","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|995","Q993598","tt0058990","Brainstorm","not exact match",NA,NA
"Phonofilm","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Music|131|classification.ores.articletopic/Culture.Media.Media*|974|recommendation.image_section/exists|1|recommendation.image/exists|1","Q3381432","tt0020345","Der rote Kreis","not exact match",NA,NA
"Sarusuberi","classification.ores.articletopic/Culture.Visual arts.Visual arts*|999|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Media.Films|567|classification.ores.articletopic/Culture.Literature|995","Q29940472","tt3689910","Miss Hokusai","not exact match",NA,NA
"Entfesselte Elemente","classification.ores.articletopic/Culture.Media.Films|993|classification.ores.articletopic/Culture.Media.Media*|996","Q3523392","tt0017567","The Winning of Barbara Worth","not exact match",NA,NA
"Promising Young Woman Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Media.Music|955|classification.ores.articletopic/Culture.Media.Films|404","Q104223108","tt9620292","Promising Young Woman","not exact match",NA,NA
"Immer Ärger mit dem Hasen","classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Culture.Media.Films|987","Q3564932","tt0034368","Wabbit Twouble","not exact match",NA,NA
"Inter-Pathé","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Media.Films|997","Q37833460","tt0042209","At War with the Army","not exact match",NA,NA
"Ein Münchner in New York","classification.ores.articletopic/Culture.Media.Media*|938|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Culture.Biography.Biography*|585","Q1305033","tt2359997","Ein Münchner in New York","match",NA,NA
"Baby Huey (Figur)","classification.ores.articletopic/Culture.Media.Films|355|classification.ores.articletopic/Culture.Visual arts.Visual arts*|920|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|997|classification.ores.articletopic/Culture.Media.Media*|892|classification.ores.articletopic/Culture.Literature|989|recommendation.link/exists|1|recommendation.image/exists|1","Q3632440","tt1577521","The Baby Huey Show","not exact match",NA,NA
"Boy Erased Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Films|973","Q59539122","tt7008872","Boy Erased","not exact match",NA,NA
"Guten Morgen, du Schöne: Steffi","classification.ores.articletopic/Geography.Regions.Europe.Europe*|523|classification.ores.articletopic/Culture.Media.Films|989|classification.ores.articletopic/Culture.Media.Media*|1000","Q23786174","tt0364388","Guten Morgen, du Schöne","not exact match",NA,NA
"Der Staatsanwalt hat das Wort: Das Wochenendhaus","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q1197053","tt1946759","Aus der Arbeit einer Schiedskommission","not exact match",NA,NA
"Guten Morgen, du Schöne: Doris","classification.ores.articletopic/Culture.Media.Media*|999|classification.ores.articletopic/Culture.Media.Films|982|classification.ores.articletopic/Geography.Regions.Europe.Europe*|629|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|531","Q22059260","tt0364388","Guten Morgen, du Schöne","not exact match",NA,NA
"Sing Street (Original Motion Picture Soundtrack)","classification.ores.articletopic/Geography.Regions.Europe.Europe*|766|classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|851|classification.ores.articletopic/Culture.Media.Music|987|classification.ores.articletopic/Culture.Media.Films|515","Q31841983","tt3544112","Sing Street","not exact match",NA,NA
"Cinemiracle","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|1000","Q380592","tt0052397","Windjammer: The Voyage of the Christian Radich","not exact match",NA,NA
"Satellite Awards 1996","classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Media.Media*|987","Q1814922","tt8079548","The First Annual Golden Satellite Awards","not exact match",NA,NA
"Cinerama Dome","classification.ores.articletopic/Culture.Media.Films|369|classification.ores.articletopic/Geography.Regions.Americas.North America|602","Q2972810","tt0870111","Frost/Nixon","not exact match",NA,NA
"Harriet Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|808|classification.ores.articletopic/Culture.Media.Music|743","Q73733951","tt4648786","Harriet","not exact match",NA,NA
"Dear Evan Hansen Original Motion Picture Soundtrack","classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.articletopic/Culture.Media.Films|427|classification.ores.articletopic/Culture.Media.Music|984","Q109290913","tt9357050","Dear Evan Hansen","not exact match",NA,NA
"Mamãe Eu Quero","classification.ores.articletopic/Culture.Media.Media*|933|classification.ores.articletopic/Culture.Media.Music|878|classification.ores.articletopic/Culture.Media.Films|280","Q17280356","tt0609219","Be a Pal","not exact match",NA,NA
"Physik in Animationsfilmen","classification.ores.articletopic/Culture.Media.Films|538|classification.ores.articletopic/Culture.Media.Media*|969","Q1108221","tt0096438","Who Framed Roger Rabbit","not exact match",NA,NA
"The Bandit’s Waterloo","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|984","Q3519872","tt0000642","The Bandit's Waterloo","not exact match",NA,NA
"Z Channel","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Media.Films|438|classification.ores.articletopic/Culture.Media.Entertainment|805|classification.ores.articletopic/Culture.Media.Television|878","Q136631","tt0405496","Z Channel: A Magnificent Obsession","not exact match",NA,NA
