"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"Art the Clown","classification.ores.articletopic/Culture.Media.Media*|672|classification.ores.articletopic/Culture.Literature|629|classification.ores.articletopic/Culture.Media.Films|592|classification.ores.drafttopic/Culture.Media.Media*|965|classification.ores.drafttopic/Culture.Literature|777|classification.ores.drafttopic/Culture.Media.Films|758","Q85743168","tt2900624","All Hallows' Eve","not exact match",NA,NA
"Buzz Lightyear","classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.articletopic/Culture.Media.Films|812|classification.ores.drafttopic/Culture.Literature|699|classification.ores.drafttopic/Culture.Media.Entertainment|955|classification.ores.drafttopic/Culture.Media.Media*|991|classification.ores.drafttopic/Culture.Media.Films|745","Q1986193","tt10298810","Lightyear","not exact match",NA,NA
"Pepé Le Pew","classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Media.Media*|948|classification.ores.drafttopic/Culture.Literature|644|classification.ores.drafttopic/Culture.Media.Media*|911|classification.ores.drafttopic/Culture.Media.Television|570","Q614094","tt0041380","For Scent-imental Reasons","not exact match",NA,NA
"Ustaad Bhagat Singh","classification.ores.articletopic/Culture.Media.Films|975|classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|754|classification.ores.articletopic/Geography.Regions.Asia.Asia*|737|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|985|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|996|classification.ores.drafttopic/Culture.Media.Films|964|classification.ores.drafttopic/Culture.Media.Media*|971","Q120188867","tt14338246","Ustaad Bhagat Singh","match",NA,NA
"Speedy Gonzales","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Media.Films|724|classification.ores.drafttopic/Culture.Internet culture|718|classification.ores.drafttopic/Culture.Media.Media*|961|classification.ores.drafttopic/Culture.Media.Films|747","Q912984","tt0059913","Wild on the Beach","not exact match",NA,NA
"Daffy Duck","classification.ores.articletopic/Culture.Media.Films|718|classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.drafttopic/Culture.Media.Films|716|classification.ores.drafttopic/Culture.Internet culture|755|classification.ores.drafttopic/Culture.Media.Media*|918","Q319918","tt0096438","Who Framed Roger Rabbit","not exact match",NA,NA
"Ewok","classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Literature|607|classification.ores.articletopic/Culture.Media.Media*|979|classification.ores.drafttopic/Culture.Media.Media*|945|classification.ores.drafttopic/Culture.Literature|716|classification.ores.drafttopic/Culture.Media.Films|966|recommendation.image_section/exists|1","Q1409501","tt0086190","Star Wars: Episode VI - Return of the Jedi","not exact match",NA,NA
"Sindhubaadh","classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Geography.Regions.Asia.Asia*|962|classification.ores.articletopic/Culture.Media.Films|979|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|890|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|992|classification.ores.drafttopic/Culture.Media.Films|984|classification.ores.drafttopic/Culture.Media.Media*|985|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|980","Q60738624","tt9636256","Sindhubaadh","match",NA,NA
"Lola Bunny","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|887|classification.ores.drafttopic/Culture.Media.Media*|838|classification.ores.drafttopic/Culture.Literature|810","Q1575844","tt4840666","Looney Tunes: Rabbits Run","not exact match",NA,NA
"Neo (The Matrix)","classification.ores.articletopic/Culture.Media.Media*|877|classification.ores.articletopic/Culture.Media.Films|500|classification.ores.drafttopic/Culture.Literature|763|classification.ores.drafttopic/Culture.Media.Media*|864|recommendation.image_section/exists|1","Q247120","tt0133093","The Matrix","not exact match",NA,NA
"French New Wave","classification.ores.articletopic/Culture.Media.Films|912|classification.ores.articletopic/Culture.Media.Media*|948|classification.ores.drafttopic/Culture.Media.Media*|547|classification.ores.drafttopic/Geography.Regions.Europe.Western Europe|762|recommendation.image_section/exists|1","Q193541","tt0053472","Breathless","not exact match",NA,NA
"Elmer Fudd","classification.ores.articletopic/Culture.Media.Films|724|classification.ores.articletopic/Culture.Media.Media*|924|classification.ores.drafttopic/Culture.Literature|563|classification.ores.drafttopic/Culture.Internet culture|712|classification.ores.drafttopic/Culture.Media.Media*|893|recommendation.image_section/exists|1","Q844904","tt0052084","Pre-Hysterical Hare","not exact match",NA,NA
"AFI's 100 Years...100 Heroes & Villains","classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Films|989|classification.ores.drafttopic/Culture.Media.Media*|782|classification.ores.drafttopic/Culture.Media.Films|912","Q1610957","tt0369200","AFI's 100 Years... 100 Heroes & Villains","not exact match",NA,NA
"Jagun Jagun","classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.drafttopic/Geography.Regions.Africa.Western Africa|994|classification.ores.drafttopic/Culture.Media.Media*|880|classification.ores.drafttopic/Geography.Regions.Africa.Africa*|748","Q120805176","tt28546464","Jagun Jagun","match",NA,NA
"Q (James Bond)","classification.ores.articletopic/Culture.Literature|585|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|999|classification.ores.drafttopic/Culture.Media.Media*|915|classification.ores.drafttopic/Culture.Literature|815|classification.ores.drafttopic/Culture.Media.Films|831","Q287297","tt0366629","James Bond 007: Everything or Nothing","not exact match",NA,NA
"Anna (Frozen)","classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.drafttopic/Culture.Media.Films|957|classification.ores.drafttopic/Culture.Media.Media*|953","Q15614636","tt2294629","Frozen","not exact match",NA,NA
"Marvin the Martian","classification.ores.articletopic/Culture.Media.Films|771|classification.ores.articletopic/Culture.Media.Media*|943|classification.ores.drafttopic/Culture.Literature|553|classification.ores.drafttopic/Culture.Media.Media*|968|classification.ores.drafttopic/Culture.Media.Films|554","Q949917","tt0701263","The Springfield Files","not exact match",NA,NA
"Duck family (Disney)","classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|712|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|718|classification.ores.articletopic/Culture.Media.Films|812|classification.ores.articletopic/Culture.Media.Media*|907|classification.ores.articletopic/Culture.Literature|912|classification.ores.drafttopic/Culture.Literature|982|classification.ores.drafttopic/Culture.Visual arts.Comics and Anime|981|classification.ores.drafttopic/Culture.Visual arts.Visual arts*|924","Q977528","tt0077372","Corvette Summer","not exact match",NA,NA
"Vettaiyaadu Vilaiyaadu","classification.ores.articletopic/Culture.Media.Films|952|classification.ores.articletopic/Geography.Regions.Asia.Asia*|951|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|972|classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.drafttopic/Culture.Media.Media*|915|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|996|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|968|classification.ores.drafttopic/Culture.Media.Films|901","Q65122259","tt0455829","Vettaiyaadu Vilaiyaadu","match",NA,NA
"Broken Lizard","classification.ores.articletopic/Culture.Media.Entertainment|531|classification.ores.articletopic/Culture.Biography.Biography*|831|classification.ores.articletopic/Culture.Media.Films|855|classification.ores.articletopic/Culture.Media.Media*|936|classification.ores.drafttopic/Culture.Media.Entertainment|681|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|945","Q925777","tt0859635","Super Troopers 2","not exact match",NA,NA
"Yosemite Sam","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Media.Media*|930|classification.ores.drafttopic/Culture.Media.Media*|948|classification.ores.drafttopic/Culture.Internet culture|801|classification.ores.drafttopic/Culture.Media.Films|675|classification.ores.drafttopic/Culture.Literature|558","Q1248567","tt1204270","Tales of a Third Grade Nothing","not exact match",NA,NA
"Amateur pornography","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Media.Films|963|classification.ores.drafttopic/Culture.Media.Films|997|classification.ores.drafttopic/Culture.Media.Media*|993","Q2013521","tt0160855","Seymore and Shane Meet Kathy Willets the Naughty Nymph","not exact match",NA,NA
"Farhana (film)","classification.ores.articletopic/Geography.Regions.Asia.Asia*|793|classification.ores.articletopic/Culture.Media.Films|983|classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|817|classification.ores.drafttopic/Culture.Media.Media*|914|classification.ores.drafttopic/Culture.Media.Films|968|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|769|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|767","Q118288463","tt15434268","Farhana","not exact match",NA,NA
"Musical film","classification.ores.articletopic/Culture.Media.Media*|996|classification.ores.articletopic/Culture.Media.Films|994|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|265|classification.ores.drafttopic/Culture.Media.Media*|966|classification.ores.drafttopic/Culture.Media.Films|997","Q842256","tt0029912","The Big Broadcast of 1938","not exact match",NA,NA
"Yaanai","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|991|classification.ores.articletopic/Geography.Regions.Asia.Asia*|754|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|760|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|960|classification.ores.drafttopic/Geography.Regions.Europe.Europe*|526|classification.ores.drafttopic/Culture.Media.Media*|975|classification.ores.drafttopic/Culture.Media.Films|994|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|519","Q112942234","tt13654122","Yaanai","match",NA,NA
"Superhero film","classification.ores.articletopic/Culture.Literature|644|classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|651|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|531|classification.ores.drafttopic/Geography.Regions.Europe.Europe*|974|classification.ores.drafttopic/Geography.Regions.Europe.Southern Europe|957|classification.ores.drafttopic/Culture.Biography.Biography*|936|classification.ores.drafttopic/Culture.Media.Music|860|recommendation.image_section/exists|1","Q1535153","tt8237172","Gundala","not exact match",NA,NA
"Piglet (Winnie-the-Pooh)","classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Culture.Media.Films|996|classification.ores.drafttopic/Culture.Literature|655|classification.ores.drafttopic/Culture.Media.Films|962|classification.ores.drafttopic/Culture.Media.Media*|975|recommendation.image_section/exists|1","Q836719","tt0457437","Pooh's Heffalump Halloween Movie","not exact match",NA,NA
"Inigo Montoya","classification.ores.articletopic/Culture.Media.Media*|956|classification.ores.articletopic/Geography.Regions.Americas.North_America|507|classification.ores.articletopic/Culture.Media.Films|515|classification.ores.drafttopic/Culture.Media.Media*|911|classification.ores.drafttopic/Culture.Literature|970","Q3798780","tt0093779","The Princess Bride","not exact match",NA,NA
"Gangs of Wasseypur – Part 2","classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Media.Films|955|classification.ores.articletopic/Geography.Regions.Asia.Asia*|859|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|839|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|930|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|988|classification.ores.drafttopic/Culture.Biography.Biography*|868|classification.ores.drafttopic/Culture.Biography.Women|515","Q16248515","tt1954470","Gangs of Wasseypur","not exact match",NA,NA
"James Rhodes (Marvel Cinematic Universe)","classification.ores.articletopic/Culture.Literature|943|classification.ores.articletopic/Culture.Media.Media*|787|classification.ores.articletopic/Culture.Media.Films|500|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|946|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|953|classification.ores.drafttopic/Culture.Visual arts.Visual arts*|898|classification.ores.drafttopic/Culture.Visual arts.Comics and Anime|969|classification.ores.drafttopic/Culture.Literature|987","Q23895040","tt1228705","Iron Man 2","not exact match",NA,NA
"Hans Zimmer discography","classification.ores.articletopic/Culture.Media.Films|960|classification.ores.articletopic/Culture.Media.Media*|980|classification.ores.drafttopic/Culture.Media.Films|996|classification.ores.drafttopic/Culture.Media.Media*|975","Q5650854","tt1531683","Jealous of the Birds","not exact match",NA,NA
"Final Cut Pro","classification.ores.articletopic/STEM.Technology|562|classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Media.Films|615|classification.ores.articletopic/STEM.STEM*|622|classification.ores.articletopic/Culture.Media.Software|500|classification.ores.drafttopic/STEM.STEM*|958|classification.ores.drafttopic/Culture.Media.Software|847|classification.ores.drafttopic/Culture.Media.Media*|930|classification.ores.drafttopic/STEM.Technology|842|classification.ores.drafttopic/Culture.Internet culture|740","Q9587","tt11881160","Gaia","not exact match",NA,NA
"Frat Pack","classification.ores.articletopic/Geography.Regions.Americas.North_America|817|classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Culture.Media.Entertainment|963|classification.ores.articletopic/Culture.Media.Films|946|classification.ores.drafttopic/Culture.Media.Media*|922","Q1451412","tt1053810","The Big Year","not exact match",NA,NA
"Triple Riding","classification.ores.articletopic/Culture.Media.Media*|975|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|988|classification.ores.articletopic/Culture.Media.Films|984|classification.ores.articletopic/Geography.Regions.Asia.Asia*|975|classification.ores.drafttopic/Culture.Media.Films|985|classification.ores.drafttopic/Culture.Media.Media*|972|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|868","Q116245317","tt14773976","Triple Riding","match",NA,NA
"Cinéma vérité","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.drafttopic/Culture.Media.Films|992|classification.ores.drafttopic/Culture.Media.Media*|979","Q1092621","tt0220364","Cinéma Vérité: Defining the Moment","not exact match",NA,NA
"The Kashmir Files: Unreported","classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Geography.Regions.Asia.Asia*|651|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|951|classification.ores.articletopic/Culture.Media.Films|965|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|751|classification.ores.drafttopic/Culture.Media.Media*|701|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|923","Q121356923","tt28443585","The Kashmir Files Unreported","not exact match",NA,NA
"Abar Proloy","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|615|classification.ores.articletopic/Culture.Media.Films|979|classification.ores.articletopic/Geography.Regions.Asia.Asia*|569|classification.ores.drafttopic/Geography.Regions.Asia.Asia*|732|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|986|classification.ores.drafttopic/Culture.Media.Media*|986","Q120913097","tt28289518","Abar Proloy","match",NA,NA
"Klaatu barada nikto","classification.ores.articletopic/Culture.Media.Films|907|classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Entertainment|847|classification.ores.drafttopic/Culture.Literature|653|classification.ores.drafttopic/Culture.Media.Entertainment|749|classification.ores.drafttopic/Culture.Media.Media*|921","Q2033846","tt1346880","Decoding 'Klaatu Barada Nikto': Science Fiction as Metaphor","not exact match",NA,NA
"Saas, Bahu Aur Flamingo","classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Geography.Regions.Asia.Asia*|585|classification.ores.articletopic/Geography.Regions.Asia.South_Asia|577|classification.ores.articletopic/Culture.Media.Films|839|classification.ores.drafttopic/Culture.Media.Media*|944|classification.ores.drafttopic/Culture.Media.Television|660|classification.ores.drafttopic/Geography.Regions.Asia.South Asia|934","Q118945269","tt27442834","Saas, Bahu Aur Flamingo","match",NA,NA
"Versions of Blade Runner","classification.ores.articletopic/Culture.Media.Films|990|classification.ores.articletopic/Culture.Media.Entertainment|962|classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.drafttopic/Culture.Media.Media*|950|classification.ores.drafttopic/Culture.Media.Films|976","Q7922698","tt0083658","Blade Runner","not exact match",NA,NA
"Leo the Lion (MGM)","classification.ores.articletopic/Culture.Media.Films|803|classification.ores.articletopic/Culture.Media.Media*|914|classification.ores.drafttopic/Culture.Media.Media*|959|classification.ores.drafttopic/Culture.Media.Films|969|classification.ores.drafttopic/Culture.Media.Entertainment|659","Q3268297","tt0118829","Cats Don't Dance","not exact match",NA,NA
"Porky Pig","classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|569|classification.ores.drafttopic/Culture.Media.Media*|958|classification.ores.drafttopic/Culture.Media.Films|724|recommendation.image_section/exists|1","Q937186","tt0117787","Superior Duck","not exact match",NA,NA
"Sonny Corleone","classification.ores.articletopic/Culture.Literature|546|classification.ores.articletopic/Culture.Media.Media*|946|classification.ores.articletopic/Culture.Media.Films|629|classification.ores.drafttopic/Culture.Media.Television|632|classification.ores.drafttopic/Culture.Media.Media*|975|classification.ores.drafttopic/Culture.Literature|802","Q575889","tt0068646","The Godfather","not exact match",NA,NA
