"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"الضيف (فيلم 2019)","classification.ores.articletopic/Culture.Media.Films|997|classification.ores.articletopic/Geography.Regions.Africa.Africa*|654|classification.ores.articletopic/Culture.Media.Media*|972|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|992","Q65619897","tt9363208","The Guest","not exact match",NA,NA
"قائمة أعمال ساندرا بولوك","classification.ores.articletopic/Geography.Regions.Americas.North_America|592|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Culture.Biography.Biography*|962|classification.ores.articletopic/Culture.Biography.Women|515","Q17086013","tt5164214","Ocean's Eight","not exact match",NA,NA
"درو باريمور","classification.ores.articletopic/Culture.Media.Films|980|classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Geography.Regions.Americas.North_America|724|classification.ores.articletopic/Culture.Biography.Biography*|863|classification.ores.articletopic/Culture.Biography.Women|851","Q676094","tt2245003","Miss You Already","not exact match",NA,NA
"الكلام في الممنوع (فيلم)","classification.ores.articletopic/Culture.Media.Media*|810|classification.ores.articletopic/Geography.Regions.Africa.Africa*|873|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|864|classification.ores.articletopic/Culture.Media.Films|936","Q66547854","tt7444992","El-Kalam fi el-Mamnoo","not exact match",NA,NA
"نيكولاس جاليتزين","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Media.Films|812|classification.ores.articletopic/Culture.Biography.Biography*|884","Q90902600","tt3064356","The Beat Beneath My Feet","not exact match",NA,NA
"بوني أرونز","classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Media.Films|731|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Biography.Women|622","Q28549988","tt5140878","Annabelle: Creation","not exact match",NA,NA
"ميغيل هيران","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Biography.Biography*|919|classification.ores.articletopic/Culture.Media.Films|749","Q23226202","tt7134908","Elite","not exact match",NA,NA
"ريح البحر","classification.ores.articletopic/Culture.Media.Films|973|classification.ores.articletopic/Geography.Regions.Africa.Africa*|958|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|981|classification.ores.articletopic/Culture.Media.Media*|955","Q60572949","tt1860301","Parfum de mer","not exact match",NA,NA
"عمرو جمال (مخرج)","classification.ores.articletopic/Culture.Media.Media*|754|classification.ores.articletopic/Culture.Media.Films|863|classification.ores.articletopic/Culture.Biography.Biography*|992","Q57158407","tt20357392","Aden: The Art","not exact match",NA,NA
"كلمة شرف","classification.ores.articletopic/Culture.Media.Films|886|classification.ores.articletopic/Geography.Regions.Africa.Africa*|774|classification.ores.articletopic/Culture.Media.Media*|915","Q12235816","tt3553418","A Word of Honor","not exact match",NA,NA
"نيكولا بيلتز","classification.ores.articletopic/Culture.Biography.Biography*|637|classification.ores.articletopic/Culture.Media.Media*|968|classification.ores.articletopic/Culture.Media.Films|859","Q236347","tt2188671","Bates Motel","not exact match",NA,NA
"هدى الإتربي","classification.ores.articletopic/Geography.Regions.Africa.Northern_Africa|909|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|851|classification.ores.articletopic/Culture.Biography.Women|766|classification.ores.articletopic/Culture.Media.Media*|629|classification.ores.articletopic/Geography.Regions.Africa.Africa*|803","Q63122476","tt14557260","Man's Shadow","not exact match",NA,NA
"الحماية (فيلم)","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Culture.Media.Films|984","Q109298432","tt6079772","The Protégé","not exact match",NA,NA
"جابر جوخدار","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Media.Media*|637|classification.ores.articletopic/Culture.Biography.Biography*|995","Q16120593","tt6048394","Témoins","not exact match",NA,NA
"هيثم حقي","classification.ores.articletopic/Culture.Media.Media*|887|classification.ores.articletopic/Geography.Regions.Africa.Africa*|554|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Culture.Media.Films|877","Q12250316","tt1530525","Basra","not exact match",NA,NA
"الليلة الكبيرة (فيلم)","classification.ores.articletopic/Culture.Media.Films|620|classification.ores.articletopic/Geography.Regions.Africa.Africa*|955|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|961|classification.ores.articletopic/Culture.Media.Media*|826","Q65553953","tt6157604","El-Lailah El-Kabirah","not exact match",NA,NA
"روعة الكاتب","classification.ores.articletopic/Culture.Media.Films|500|classification.ores.articletopic/Culture.Media.Media*|664","Q112033406","tt2241455","Ragol Fakad Aklah","not exact match",NA,NA
"فيلم ثلاثي الأبعاد","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Films|1000","Q229390","tt0013506","The Power of Love","not exact match",NA,NA
"جيمس وان","classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Biography.Biography*|965|classification.ores.articletopic/Culture.Media.Media*|990|recommendation.image_section/exists|1","Q108047434","tt0495241","Saw","not exact match",NA,NA
"لونغ جون سيلفر","classification.ores.articletopic/Culture.Literature|954|classification.ores.articletopic/Culture.Media.Films|505|classification.ores.articletopic/Culture.Media.Media*|826","Q1428628","tt0069229","Treasure Island","not exact match",NA,NA
"شفق (ديزني)","classification.ores.articletopic/Culture.Literature|864|classification.ores.articletopic/Culture.Media.Media*|986|classification.ores.articletopic/Culture.Media.Films|999","Q519034","tt0053285","Sleeping Beauty","not exact match",NA,NA
"ديسكو ديسكو (فيلم)","classification.ores.articletopic/Culture.Media.Media*|733|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|990|classification.ores.articletopic/Culture.Media.Films|948|classification.ores.articletopic/Geography.Regions.Africa.Africa*|958","Q100260292","tt8119582","Disco Disco","not exact match",NA,NA
"إل سارتوريو","classification.ores.articletopic/Culture.Media.Films|989|classification.ores.articletopic/Culture.Media.Media*|958","Q109259590","tt0289433","El sartorio","not exact match",NA,NA
"قائمة أفلام حرب فيتنام","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Geography.Regions.Asia.Asia*|500|classification.ores.articletopic/Culture.Media.Films|951|classification.ores.articletopic/Geography.Regions.Asia.Southeast_Asia|718","Q3745434","tt1961336","Guns of Victory","not exact match",NA,NA
"تامر فرج","classification.ores.articletopic/Culture.Media.Films|546|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Biography.Women|644|classification.ores.articletopic/Geography.Regions.Africa.Northern_Africa|979|classification.ores.articletopic/Geography.Regions.Africa.Africa*|977|classification.ores.articletopic/Culture.Media.Media*|592","Q111995201","tt12323772","Abu Al Arosah","not exact match",NA,NA
"نواز الدين صديقي","classification.ores.articletopic/Geography.Regions.Asia.Asia*|980|classification.ores.articletopic/Culture.Biography.Biography*|600|classification.ores.articletopic/Culture.Media.Films|394|classification.ores.articletopic/Geography.Regions.Asia.South Asia|996","Q2995800","tt6420986","The Maya Tape","not exact match",NA,NA
"محقق فذ (الموسم 1)","classification.ores.articletopic/Geography.Regions.Americas.North America|457|classification.ores.articletopic/Culture.Media.Entertainment|388|classification.ores.articletopic/Culture.Media.Films|292|classification.ores.articletopic/Culture.Media.Media*|927|classification.ores.articletopic/Culture.Media.Television|668|recommendation.image_section/exists|1|recommendation.image/exists|1","Q16685323","tt2356777","True Detective","not exact match",NA,NA
"لهيب الانتقام (فيلم)","classification.ores.articletopic/Culture.Media.Media*|885|classification.ores.articletopic/Culture.Media.Films|985|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|949|classification.ores.articletopic/Geography.Regions.Africa.Africa*|977","Q65553933","tt7157034","Lahib el-Inteqam","not exact match",NA,NA
"ريتشارد أرميتاج (ممثل)","classification.ores.articletopic/Culture.Media.Television|644|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Biography.Biography*|766|classification.ores.articletopic/Culture.Media.Films|959","Q181806","tt2580600","Staged","not exact match",NA,NA
"جان بول بلموندو","classification.ores.articletopic/Geography.Regions.Europe.Europe*|798|classification.ores.articletopic/Culture.Media.Films|952|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Europe.Western_Europe|787|classification.ores.articletopic/Culture.Media.Media*|926","Q106255","tt0056845","Magnet of Doom","not exact match",NA,NA
"كارول لينلي","classification.ores.articletopic/Geography.Regions.Americas.North_America|538|classification.ores.articletopic/Culture.Media.Films|930|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Media*|961","Q447426","tt0069113","The Poseidon Adventure","not exact match",NA,NA
"كايل ايستوود","classification.ores.articletopic/Culture.Media.Films|531|classification.ores.articletopic/Culture.Media.Media*|998|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Music|972","Q976575","tt1205489","Gran Torino","not exact match",NA,NA
"الأمل (فيلم أنمي)","classification.ores.articletopic/Culture.Literature|994|classification.ores.articletopic/Culture.Media.Media*|600|classification.ores.articletopic/Culture.Media.Films|523|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|997|classification.ores.articletopic/Geography.Regions.Asia.East_Asia|672|classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|998","Q11260381","tt1740055","Kayoko's Diary","not exact match",NA,NA
"القاهرة منورة بأهلها (فيلم)","classification.ores.articletopic/Culture.Media.Media*|700|classification.ores.articletopic/Geography.Regions.Africa.Africa*|986|classification.ores.articletopic/Culture.Media.Films|508|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|952","Q96757771","tt0442752","Cairo As Seen by Chahine","not exact match",NA,NA
"أوليفر ستون","classification.ores.articletopic/Geography.Regions.Americas.North_America|705|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Media.Films|984|classification.ores.articletopic/Culture.Biography.Biography*|996","Q179497","tt0091763","Platoon","not exact match",NA,NA
"البيت الملعون (فيلم)","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Media.Films|996","Q108710017","tt4092510","The Cursed House","not exact match",NA,NA
"الدكتورة منال ترقص (فيلم)","classification.ores.articletopic/Geography.Regions.Africa.Northern_Africa|760|classification.ores.articletopic/Culture.Biography.Biography*|592|classification.ores.articletopic/Culture.Media.Films|600|classification.ores.articletopic/Geography.Regions.Africa.Africa*|835|classification.ores.articletopic/Culture.Media.Media*|705","Q108160046","tt3231292","My Wife and the Dog","not exact match",NA,NA
"فوتوكوبي","classification.ores.articletopic/Culture.Media.Films|992|classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Geography.Regions.Africa.Northern_Africa|997|classification.ores.articletopic/Geography.Regions.Africa.Africa*|989","Q65689171","tt7464158","Photocopy","not exact match",NA,NA
"زوي ديشانيل","classification.ores.articletopic/Culture.Media.Films|887|classification.ores.articletopic/Culture.Media.Music|658|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Geography.Regions.Americas.North_America|874|classification.ores.articletopic/Culture.Biography.Women|867|classification.ores.articletopic/Culture.Biography.Biography*|992","Q191719","tt1735437","Havin' a Summah","not exact match",NA,NA
"فرانشيسكا ايستوود","classification.ores.articletopic/Culture.Media.Media*|887|classification.ores.articletopic/Culture.Media.Films|546|classification.ores.articletopic/Culture.Biography.Biography*|999|classification.ores.articletopic/Culture.Biography.Women|585|recommendation.image/exists|1","Q5479089","tt1742044","Jersey Boys","not exact match",NA,NA
"سعيد كلاكيت (فيلم)","classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Geography.Regions.Africa.Africa*|973|classification.ores.articletopic/Geography.Regions.Africa.Northern Africa|886|classification.ores.articletopic/Culture.Media.Films|826","Q20382891","tt6699366","Said Klakait","not exact match",NA,NA
"سونو سود","classification.ores.articletopic/Geography.Regions.Asia.South_Asia|936|classification.ores.articletopic/Geography.Regions.Asia.Asia*|928|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Biography.Biography*|989|classification.ores.articletopic/Culture.Media.Films|914","Q2573055","tt2461132","Happy New Year","not exact match",NA,NA
"أودري تاتو","classification.ores.articletopic/Culture.Biography.Women|782|classification.ores.articletopic/Culture.Media.Films|843|classification.ores.articletopic/Culture.Biography.Biography*|975|classification.ores.articletopic/Geography.Regions.Europe.Europe*|731|classification.ores.articletopic/Culture.Media.Media*|924","Q304123","tt0382625","The Da Vinci Code","not exact match",NA,NA
"مايكل أنجلو (شخصية خيالية)","classification.ores.articletopic/Culture.Media.Media*|967|classification.ores.articletopic/Culture.Literature|997|classification.ores.articletopic/Culture.Media.Television|673|classification.ores.articletopic/Culture.Media.Films|946|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|913|classification.ores.articletopic/Culture.Media.Entertainment|408","Q323920","tt0127388","Ninja Turtles: The Next Mutation","not exact match",NA,NA
"ويلمر فالديراما","classification.ores.articletopic/Culture.Media.Films|971|classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Biography.Biography*|1000","Q347436","tt1583420","Larry Crowne","not exact match",NA,NA
"لارا فلين بويل","classification.ores.articletopic/Culture.Media.Films|645|classification.ores.articletopic/Culture.Sports|82|classification.ores.articletopic/Culture.Media.Media*|916|classification.ores.articletopic/Culture.Media.Entertainment|284|classification.ores.articletopic/Culture.Biography.Biography*|981|classification.ores.articletopic/Geography.Regions.Americas.North America|800","Q486103","tt2081194","Hansel & Gretel Get Baked","not exact match",NA,NA
