"title","weighted_tags","wikibase_item","FilmID","primaryTitle","status","QID.imdb","imdb.status"
"ראמי מאלק","classification.ores.articletopic/Geography.Regions.Americas.North_America|592|classification.ores.articletopic/Culture.Media.Films|964|classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Biography.Biography*|955","Q375590","tt2742544","Until Dawn","not exact match",NA,NA
"גודזילה","classification.ores.articletopic/Culture.Media.Media*|812|classification.ores.articletopic/Culture.Media.Films|592|recommendation.image_section/exists|1","Q6567","tt0047034","Godzilla","not exact match",NA,NA
"איזבל מיי","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Media.Films|874|classification.ores.articletopic/Geography.Regions.Americas.North_America|644|classification.ores.articletopic/Culture.Biography.Biography*|851","Q64000332","tt11456054","Run Hide Fight","not exact match",NA,NA
"סיון מסט","classification.ores.articletopic/Culture.Media.Media*|843|classification.ores.articletopic/Geography.Regions.Asia.Asia*|607|classification.ores.articletopic/Geography.Regions.Asia.West_Asia|585|classification.ores.articletopic/Culture.Media.Films|507","Q16132105","tt10343984","Passport to Freedom","not exact match",NA,NA
"היידן פנטייר","classification.ores.articletopic/Geography.Regions.Americas.North_America|712|classification.ores.articletopic/Culture.Biography.Women|699|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Biography.Biography*|996|classification.ores.articletopic/Culture.Media.Films|890|classification.ores.articletopic/Culture.Media.Music|851|recommendation.image_section/exists|1","Q171571","tt0222029","If You Believe","not exact match",NA,NA
"מאיסה עבד אלהאדי","classification.ores.articletopic/Geography.Regions.Asia.West_Asia|766|classification.ores.articletopic/Geography.Regions.Asia.Asia*|692|classification.ores.articletopic/Culture.Media.Media*|798|classification.ores.articletopic/Culture.Media.Films|731","Q17556244","tt5968274","The Angel","not exact match",NA,NA
"מרגרט קוואלי","classification.ores.articletopic/Culture.Media.Media*|934|classification.ores.articletopic/Culture.Media.Films|919|classification.ores.articletopic/Culture.Biography.Women|737|classification.ores.articletopic/Culture.Biography.Biography*|996","Q17380672","tt4513316","Novitiate","not exact match",NA,NA
"ג'וני סימונס","classification.ores.articletopic/Culture.Media.Media*|963|classification.ores.articletopic/Culture.Media.Entertainment|427|classification.ores.articletopic/Culture.Biography.Biography*|432|classification.ores.articletopic/Culture.Media.Films|848","Q116636","tt2654430","Whiplash","not exact match",NA,NA
"גוסטב סקושגורד","classification.ores.articletopic/Culture.Media.Films|760|classification.ores.articletopic/Geography.Regions.Europe.Europe*|930|classification.ores.articletopic/Culture.Media.Media*|973|classification.ores.articletopic/Culture.Biography.Biography*|988|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|968","Q508722","tt1023114","The Way Back","not exact match",NA,NA
"שלי דובאל","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/Culture.Media.Films|985|classification.ores.articletopic/Culture.Biography.Biography*|998|classification.ores.articletopic/Geography.Regions.Americas.North_America|760|classification.ores.articletopic/Culture.Media.Music|685|recommendation.image_section/exists|1","Q235478","tt0106834","Even Cowgirls Get the Blues","not exact match",NA,NA
"מליסה בנויסט","classification.ores.articletopic/Culture.Media.Television|531|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|731|classification.ores.articletopic/Culture.Biography.Biography*|932|recommendation.image_section/exists|1","Q46677","tt2582802","Whiplash","not exact match",NA,NA
"ז'ולייט בינוש","classification.ores.articletopic/Geography.Regions.Europe.Europe*|629|classification.ores.articletopic/Culture.Biography.Women|941|classification.ores.articletopic/Culture.Media.Media*|928|classification.ores.articletopic/Culture.Media.Films|917|classification.ores.articletopic/Culture.Biography.Biography*|980|recommendation.image_section/exists|1","Q106275","tt7566518","Vision","not exact match",NA,NA
"לנרד נימוי","classification.ores.articletopic/Culture.Media.Television|962|classification.ores.articletopic/Culture.Media.Films|754|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Biography.Biography*|961|classification.ores.articletopic/Geography.Regions.Americas.North_America|585|recommendation.image_section/exists|1","Q16345","tt0102525","Never Forget","not exact match",NA,NA
"נימפומנית (סרט)","classification.ores.articletopic/Culture.Media.Media*|997|classification.ores.articletopic/History_and_Society.Society|629|classification.ores.articletopic/STEM.STEM*|500|classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Geography.Regions.Europe.Europe*|651","Q3346699","tt1937390","Nymphomaniac: Vol. I","not exact match",NA,NA
"סיוט ברחוב אלם (זיכיון)","classification.ores.articletopic/Culture.Media.Media*|964|classification.ores.articletopic/Culture.Media.Films|953|classification.ores.articletopic/Culture.Media.Video games|380|recommendation.link/exists|1","Q617871","tt1179056","A Nightmare on Elm Street","not exact match",NA,NA
"ג'ונתן פרייס","classification.ores.articletopic/Culture.Biography.Biography*|899|classification.ores.articletopic/Culture.Performing_arts|637|classification.ores.articletopic/Culture.Media.Films|877|classification.ores.articletopic/Culture.Media.Media*|969","Q312702","tt0179846","Hey, Mr. Producer! The Musical World of Cameron Mackintosh","not exact match",NA,NA
"האחים ספדי","classification.ores.articletopic/Culture.Media.Media*|976|classification.ores.articletopic/Culture.Media.Films|953|classification.ores.articletopic/Geography.Regions.Americas.North_America|515|classification.ores.articletopic/Culture.Biography.Biography*|977","Q3089466","tt13623608","The Curse","not exact match",NA,NA
"מיה קירשנר","classification.ores.articletopic/Culture.Biography.Women|637|classification.ores.articletopic/Culture.Biography.Biography*|986|classification.ores.articletopic/Culture.Media.Media*|893|classification.ores.articletopic/Culture.Media.Films|692","Q231660","tt13342190","Love, Lights, Hanukkah!","not exact match",NA,NA
"סידני פרסקוט (צעקה)","classification.ores.articletopic/Culture.Media.Media*|974|classification.ores.articletopic/Culture.Literature|577|classification.ores.articletopic/Culture.Media.Films|949","Q303741","tt11245972","Scream","not exact match",NA,NA
"מקס הזועם","classification.ores.articletopic/Culture.Media.Media*|966|classification.ores.articletopic/Culture.Literature|834|classification.ores.articletopic/Culture.Media.Films|977|recommendation.image_section/exists|1","Q3275141","tt0079501","Mad Max","not exact match",NA,NA
"ארון פייפר","classification.ores.articletopic/Culture.Media.Films|743|classification.ores.articletopic/Geography.Regions.Europe.Europe*|672|classification.ores.articletopic/Culture.Media.Media*|949|classification.ores.articletopic/Culture.Media.Music|554|classification.ores.articletopic/Culture.Biography.Biography*|992","Q56887586","tt9731242","The Mess You Leave Behind","not exact match",NA,NA
"גייל וות'רס","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Literature|644|classification.ores.articletopic/Culture.Media.Films|946|classification.ores.articletopic/Geography.Regions.Americas.North_America|531","Q5518297","tt11245972","Scream","not exact match",NA,NA
"אנחנו המהפכה","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Geography.Regions.Asia.West_Asia|904|classification.ores.articletopic/Culture.Media.Films|948|classification.ores.articletopic/Geography.Regions.Asia.Asia*|835","Q101805263","tt14649040","Anachnu HaMahapecha","not exact match",NA,NA
"ריי רומנו","classification.ores.articletopic/Geography.Regions.Americas.North_America|749|classification.ores.articletopic/Culture.Biography.Biography*|946|classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Media.Entertainment|615","Q220836","tt1242441","Men of a Certain Age","not exact match",NA,NA
"אימוג'ן פוטס","classification.ores.articletopic/Geography.Regions.Europe.Europe*|515|classification.ores.articletopic/Culture.Biography.Biography*|969|classification.ores.articletopic/Culture.Media.Media*|983|classification.ores.articletopic/Culture.Media.Films|867|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|507|recommendation.image_section/exists|1","Q237012","tt2402085","Jimi: All Is by My Side","not exact match",NA,NA
"ארול פלין","classification.ores.articletopic/Culture.Media.Films|542|classification.ores.articletopic/History and Society.Politics and government|567|classification.ores.articletopic/Geography.Regions.Oceania|212|classification.ores.articletopic/Culture.Media.Media*|717|classification.ores.articletopic/Culture.Biography.Biography*|908|recommendation.link/exists|1|recommendation.image_section/exists|1","Q93188","tt0321867","The Truth About Fidel Castro Revolution","not exact match",NA,NA
"מרי מאוזר","classification.ores.articletopic/Culture.Media.Films|760|classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Culture.Biography.Biography*|979","Q439437","tt1865368","Frenemies","not exact match",NA,NA
"קאלום טרנר","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Biography.Biography*|803|classification.ores.articletopic/Culture.Media.Films|863|recommendation.image_section/exists|1","Q18162913","tt1827592","Zero","not exact match",NA,NA
"אנני ספרינקל","classification.ores.articletopic/Culture.Media.Music|166|classification.ores.articletopic/Culture.Literature|764|classification.ores.articletopic/History and Society.Society|935|classification.ores.articletopic/Culture.Media.Films|995|classification.ores.articletopic/Culture.Biography.Women|844|classification.ores.articletopic/Culture.Biography.Biography*|940|classification.ores.articletopic/STEM.STEM*|434|classification.ores.articletopic/History and Society.History|181|classification.ores.articletopic/STEM.Biology|654|classification.ores.articletopic/Culture.Media.Media*|927|recommendation.link/exists|1|recommendation.image_section/exists|1","Q433576","tt1576434","Mutantes: Punk Porn Feminism","not exact match",NA,NA
"בחזרה לעתיד (זיכיון)","classification.ores.articletopic/Culture.Media.Entertainment|431|classification.ores.articletopic/Culture.Media.Video games|579|classification.ores.articletopic/Culture.Media.Media*|987|classification.ores.articletopic/Culture.Media.Films|898|recommendation.link/exists|1|recommendation.image_section/exists|1","Q91558","tt0088763","Back to the Future","not exact match",NA,NA
"רובוקופ","classification.ores.articletopic/Culture.Media.Films|281|classification.ores.articletopic/Culture.Media.Media*|890|classification.ores.articletopic/Culture.Media.Entertainment|415|classification.ores.articletopic/Culture.Literature|813","Q1033152","tt0093870","RoboCop","not exact match",NA,NA
"סיימון קאלו","classification.ores.articletopic/Culture.Media.Films|685|classification.ores.articletopic/Culture.Biography.Biography*|959|classification.ores.articletopic/Culture.Media.Media*|930","Q731187","tt4043842","The Feeling Nuts Comedy Night","not exact match",NA,NA
"האחים רוסו","classification.ores.articletopic/Culture.Media.Media*|978|classification.ores.articletopic/Geography.Regions.Americas.North_America|749|classification.ores.articletopic/Culture.Media.Films|953","Q2853003","tt0928410","Carpoolers","not exact match",NA,NA
"היילי מילס","classification.ores.articletopic/Culture.Media.Media*|989|classification.ores.articletopic/Culture.Biography.Biography*|960|classification.ores.articletopic/Culture.Media.Films|959","Q237805","tt0054195","Pollyanna","not exact match",NA,NA
"גרוט (היקום הקולנועי של מארוול)","classification.ores.articletopic/Culture.Visual_arts.Comics_and_Anime|995|classification.ores.articletopic/Culture.Visual_arts.Visual_arts*|985|classification.ores.articletopic/Culture.Literature|993|classification.ores.articletopic/Culture.Media.Films|955|classification.ores.articletopic/Culture.Media.Media*|914","Q24050083","tt6791350","Guardians of the Galaxy Vol. 3","not exact match",NA,NA
"זאק גילפורד","classification.ores.articletopic/Culture.Media.Films|793|classification.ores.articletopic/Geography.Regions.Americas.North_America|921|classification.ores.articletopic/Culture.Biography.Biography*|982|classification.ores.articletopic/Culture.Media.Media*|924","Q4490","tt2975578","The Purge: Anarchy","not exact match",NA,NA
"וואנג דונג-היוק","classification.ores.articletopic/Culture.Biography.Biography*|550|classification.ores.articletopic/Culture.Media.Media*|802|classification.ores.articletopic/Geography.Regions.Asia.Asia*|839|classification.ores.articletopic/Culture.Media.Films|477|recommendation.link/exists|1","Q3143548","tt0431270","Miracle Mile","not exact match",NA,NA
"ג'יידן מארטל","classification.ores.articletopic/Culture.Biography.Biography*|692|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|510|classification.ores.articletopic/Culture.Sports|35","Q19019158","tt1396484","It","not exact match",NA,NA
"השואה בקולנוע","classification.ores.articletopic/Culture.Media.Films|298|classification.ores.articletopic/Geography.Regions.Europe.Europe*|765|classification.ores.articletopic/Culture.Media.Media*|822|classification.ores.articletopic/History and Society.History|512","Q2916510","tt0441889","Nuremberg","not exact match",NA,NA
"אוליבר! (מחזמר)","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Media.Films|955|classification.ores.articletopic/Culture.Performing_arts|705","Q1483458","tt0063385","Oliver!","not exact match",NA,NA
"ניק קסאווטס","classification.ores.articletopic/Culture.Media.Media*|965|classification.ores.articletopic/Geography.Regions.Americas.North_America|637|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Culture.Media.Films|989","Q431191","tt0332280","The Notebook","not exact match",NA,NA
"Star Wars Jedi: Survivor","classification.ores.articletopic/Culture.Media.Media*|1000|classification.ores.articletopic/Culture.Media.Video_games|546|classification.ores.articletopic/Culture.Internet_culture|523|classification.ores.articletopic/Culture.Media.Films|1000|classification.ores.articletopic/Culture.Media.Entertainment|507","Q112704136","tt20672830","Star Wars Jedi: Survivor","match",NA,NA
"לא שם זין","classification.ores.articletopic/Culture.Media.Media*|962|classification.ores.articletopic/Geography.Regions.Asia.West Asia|590|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Geography.Regions.Asia.Asia*|826","Q112609203","tt0121490","I Don't Give a Damn","not exact match",NA,NA
"ג'ון וילסון","classification.ores.articletopic/Culture.Media.Films|798|classification.ores.articletopic/Culture.Biography.Biography*|843|classification.ores.articletopic/Culture.Media.Media*|939","Q104840404","tt5014402","Temporary Color","not exact match",NA,NA
"מרלן בג'אלי","classification.ores.articletopic/Geography.Regions.Asia.West_Asia|963|classification.ores.articletopic/Culture.Media.Media*|855|classification.ores.articletopic/Geography.Regions.Asia.Asia*|912|classification.ores.articletopic/Culture.Media.Films|507","Q101616908","tt6443330","Cinema Sabaya","not exact match",NA,NA
"סופיה ליליס","classification.ores.articletopic/Culture.Biography.Biography*|745|classification.ores.articletopic/Culture.Media.Films|866|classification.ores.articletopic/Culture.Media.Media*|825","Q39048667","tt14230388","Asteroid City","not exact match",NA,NA
"מירמקס","classification.ores.articletopic/History and Society.Business and economics|746|classification.ores.articletopic/Culture.Media.Films|998|classification.ores.articletopic/Culture.Media.Media*|979","Q465449","tt0096257","The Thin Blue Line","not exact match",NA,NA
"טייק","classification.ores.articletopic/Culture.Media.Media*|982|classification.ores.articletopic/Culture.Media.Films|989|recommendation.image/exists|1","Q1124733","tt0040746","Rope","not exact match",NA,NA
"גילדת שחקני המסך","classification.ores.articletopic/Culture.Media.Films|843|classification.ores.articletopic/Culture.Biography.Biography*|930|classification.ores.articletopic/Culture.Media.Media*|924","Q1141037","tt0343337","The 32nd Annual Primetime Emmy Awards","not exact match",NA,NA
"אנסון מאונט","classification.ores.articletopic/Culture.Media.Media*|988|classification.ores.articletopic/Culture.Media.Television|893|classification.ores.articletopic/Culture.Media.Films|803|classification.ores.articletopic/Culture.Biography.Biography*|951|classification.ores.articletopic/Geography.Regions.Americas.North_America|585","Q570006","tt0212604","Tully","not exact match",NA,NA
"ריאן ג'ונסון","classification.ores.articletopic/Culture.Media.Media*|944|classification.ores.articletopic/Culture.Sports|49|classification.ores.articletopic/Culture.Media.Films|984|classification.ores.articletopic/Geography.Regions.Americas.North America|791|classification.ores.articletopic/Culture.Biography.Biography*|279","Q621818","tt0393109","Brick","not exact match",NA,NA
"כריס קטן","classification.ores.articletopic/Culture.Biography.Biography*|880|classification.ores.articletopic/Geography.Regions.Americas.North_America|754|classification.ores.articletopic/Culture.Media.Films|569|classification.ores.articletopic/Culture.Media.Media*|938","Q741909","tt1269776","Bollywood Hero","not exact match",NA,NA
"אוליבייה אסאיאס","classification.ores.articletopic/Culture.Biography.Biography*|820|classification.ores.articletopic/Culture.Media.Films|316|classification.ores.articletopic/Culture.Media.Media*|706","Q550717","tt0284034","Demonlover","not exact match",NA,NA
"סרט אונס ונקמה","classification.ores.articletopic/Culture.Media.Films|658|classification.ores.articletopic/Culture.Media.Media*|938|recommendation.link/exists|1|recommendation.image/exists|1","Q2254193","tt0077713","I Spit on Your Grave","not exact match",NA,NA
"עלמה הראל","classification.ores.articletopic/Culture.Media.Films|887|classification.ores.articletopic/Culture.Media.Media*|949|classification.ores.articletopic/Culture.Biography.Biography*|760","Q4733549","tt8151874","Honey Boy","not exact match",NA,NA
"הצל (דמות בדיונית)","classification.ores.articletopic/Culture.Media.Media*|942|classification.ores.articletopic/Culture.Media.Films|400|classification.ores.articletopic/Culture.Literature|993|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|928","Q967116","tt0111143","The Shadow","not exact match",NA,NA
"סרטי טאצ'סטון","classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Media.Films|999","Q497155","tt0086476","Trenchcoat","not exact match",NA,NA
"מייקל קסידי","classification.ores.articletopic/Culture.Biography.Biography*|808|classification.ores.articletopic/Culture.Media.Media*|921|classification.ores.articletopic/Geography.Regions.Americas.North_America|754|classification.ores.articletopic/Culture.Media.Films|658","Q671927","tt1326186","Rockville CA","not exact match",NA,NA
"פיליפה סו","classification.ores.articletopic/Culture.Media.Music|991|classification.ores.articletopic/Culture.Performing_arts|893|classification.ores.articletopic/Culture.Media.Media*|995|classification.ores.articletopic/Culture.Biography.Women|629|classification.ores.articletopic/Culture.Media.Films|615|classification.ores.articletopic/Culture.Biography.Biography*|963|classification.ores.articletopic/Geography.Regions.Americas.North_America|531","Q20974033","tt10026186","Legit Bad Day","not exact match",NA,NA
"אלה-ריי סמית'","classification.ores.articletopic/Geography.Regions.Europe.Europe*|507|classification.ores.articletopic/Culture.Biography.Biography*|987|classification.ores.articletopic/Culture.Media.Media*|936|classification.ores.articletopic/Culture.Media.Films|705|recommendation.image/exists|1","Q63133666","tt9698480","The Stranger","not exact match",NA,NA
"קיינן לונסדייל","classification.ores.articletopic/Geography.Regions.Americas.North_America|622|classification.ores.articletopic/Culture.Media.Media*|992|classification.ores.articletopic/Culture.Media.Films|965|classification.ores.articletopic/Culture.Biography.Biography*|951|classification.ores.articletopic/Culture.Biography.Women|554","Q17523865","tt8893294","Snatch Game of Love","not exact match",NA,NA
"גייטס מק'פאדן","classification.ores.articletopic/Culture.Media.Television|993|classification.ores.articletopic/Culture.Media.Films|500|classification.ores.articletopic/Culture.Media.Media*|994|recommendation.image_section/exists|1","Q253764","tt1211978","Beyond the Groove","not exact match",NA,NA
"דייב אנאבל","classification.ores.articletopic/Culture.Biography.Biography*|890|classification.ores.articletopic/Geography.Regions.Americas.North_America|877|classification.ores.articletopic/Culture.Media.Media*|917|classification.ores.articletopic/Culture.Media.Films|749","Q442313","tt0460672","Reunion","not exact match",NA,NA
"גמביט (סרט שבוטל)","classification.ores.articletopic/Culture.Media.Media*|953|classification.ores.articletopic/Culture.Literature|645|classification.ores.articletopic/Culture.Media.Films|985","Q42307675","tt3729594",NA,NA,NA,NA
"פרס באפט""א לסרט הטוב ביותר","classification.ores.articletopic/Culture.Media.Media*|994|classification.ores.articletopic/Culture.Media.Films|998|recommendation.image/exists|1","Q139184","tt0043769","The Magic Box","not exact match",NA,NA
"ארנון גולדפינגר","classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Geography.Regions.Asia.Asia*|966|classification.ores.articletopic/Geography.Regions.Asia.West Asia|879|classification.ores.articletopic/Culture.Media.Films|838","Q4795366","tt0213569","The Komediant","not exact match",NA,NA
"פיטר ספרן","classification.ores.articletopic/Culture.Media.Media*|901|classification.ores.articletopic/Culture.Media.Films|880|classification.ores.articletopic/Culture.Biography.Biography*|831","Q7176746","tt0385057","The Long Weekend","not exact match",NA,NA
"פרד רוג'רס","classification.ores.articletopic/Culture.Media.Media*|985|classification.ores.articletopic/Culture.Biography.Biography*|1000|classification.ores.articletopic/Geography.Regions.Americas.North_America|831|classification.ores.articletopic/Culture.Media.Music|515|classification.ores.articletopic/Culture.Media.Films|507","Q1275768","tt3224458","A Beautiful Day in the Neighborhood","not exact match",NA,NA
"קיאקו סא'אקי","classification.ores.articletopic/Culture.Media.Media*|917|classification.ores.articletopic/Culture.Media.Films|812","Q2558762","tt0362120","Scary Movie 4","not exact match",NA,NA
"דימיטרי טיומקין","classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Media.Films|308|classification.ores.articletopic/Culture.Media.Music|931|classification.ores.articletopic/Culture.Biography.Biography*|776|recommendation.image_section/exists|1","Q317033","tt0065127","Tchaikovsky","not exact match",NA,NA
"קריס מרשל","classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Culture.Media.Films|863|classification.ores.articletopic/Culture.Biography.Biography*|992","Q706843","tt2124180","Sparks and Embers","not exact match",NA,NA
"גרג ססטרו","classification.ores.articletopic/Geography.Regions.Americas.North America|553|classification.ores.articletopic/Culture.Media.Entertainment|434|classification.ores.articletopic/Culture.Biography.Biography*|406|classification.ores.articletopic/Culture.Media.Films|444|classification.ores.articletopic/Culture.Media.Media*|927|recommendation.image_section/exists|1","Q3776439","tt9600964","Lukewarm Christian","not exact match",NA,NA
"קימבה האריה הלבן","classification.ores.articletopic/Culture.Literature|997|classification.ores.articletopic/Culture.Media.Films|403|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|999|classification.ores.articletopic/Culture.Visual arts.Visual arts*|996|recommendation.link/exists|1","Q696580","tt0058817","Kimba the White Lion","not exact match",NA,NA
"מרמיידינג","classification.ores.articletopic/Culture.Media.Films|896|classification.ores.articletopic/Culture.Media.Media*|803","Q6819872","tt0200208","The Thirteenth Year","not exact match",NA,NA
"צרחת וילהלם","classification.ores.articletopic/Culture.Media.Entertainment|445|classification.ores.articletopic/Culture.Media.Media*|961|classification.ores.articletopic/Culture.Media.Films|949","Q1141711","tt0043469","Distant Drums","not exact match",NA,NA
"אסלינג לופטוס","classification.ores.articletopic/Culture.Media.Media*|977|classification.ores.articletopic/Culture.Media.Films|960|classification.ores.articletopic/Geography.Regions.Europe.Europe*|569|classification.ores.articletopic/Geography.Regions.Europe.Northern_Europe|577|classification.ores.articletopic/Culture.Biography.Biography*|822|recommendation.image/exists|1","Q2828775","tt6078644","Broken","not exact match",NA,NA
"גידי אביבי","classification.ores.articletopic/Culture.Media.Media*|904|classification.ores.articletopic/Geography.Regions.Asia.West_Asia|651|classification.ores.articletopic/Geography.Regions.Asia.Asia*|629|classification.ores.articletopic/Culture.Media.Films|607","Q5559710","tt3604958","East Jerusalem/West Jerusalem","not exact match",NA,NA
"סטאר טורס","classification.ores.articletopic/Culture.Media.Entertainment|990|classification.ores.articletopic/Culture.Media.Media*|993|classification.ores.articletopic/Culture.Media.Films|987","Q2251688","tt0094029","Star Tours","not exact match",NA,NA
"איוואן האיום (סרט)","classification.ores.articletopic/Geography.Regions.Europe.Eastern Europe|815|classification.ores.articletopic/History and Society.Society|340|classification.ores.articletopic/Geography.Regions.Asia.Asia*|608|classification.ores.articletopic/Geography.Regions.Asia.North Asia|838|classification.ores.articletopic/History and Society.Military and warfare|841|classification.ores.articletopic/Culture.Media.Media*|891|classification.ores.articletopic/Culture.Media.Films|937","Q20051329","tt0037824","Ivan the Terrible, Part I","not exact match",NA,NA
"ג'ורג' רומרו","classification.ores.articletopic/Geography.Regions.Americas.North America|787|classification.ores.articletopic/Culture.Media.Films|534|classification.ores.articletopic/Culture.Media.Media*|952|classification.ores.articletopic/Culture.Media.Entertainment|425|classification.ores.articletopic/Culture.Biography.Biography*|433|recommendation.image_section/exists|1","Q51511","tt0086814","Tales from the Darkside","not exact match",NA,NA
"מייטי מאוס","classification.ores.articletopic/Culture.Media.Films|799|classification.ores.articletopic/Culture.Media.Media*|896|classification.ores.articletopic/Culture.Visual arts.Comics and Anime|937|classification.ores.articletopic/Culture.Literature|989","Q49677","tt0484999","Mighty Mouse","not exact match",NA,NA
"לוק קירבי","classification.ores.articletopic/Geography.Regions.Americas.North_America|607|classification.ores.articletopic/Culture.Media.Media*|951|classification.ores.articletopic/Culture.Media.Films|930|classification.ores.articletopic/Culture.Biography.Biography*|999|recommendation.image_section/exists|1","Q655762","tt2848324","Touched with Fire","not exact match",NA,NA
"הנרי ויקטור","classification.ores.articletopic/Culture.Media.Films|521|classification.ores.articletopic/Culture.Media.Media*|785|classification.ores.articletopic/Culture.Biography.Biography*|573|recommendation.image_section/exists|1","Q382045","tt0015493","White Shadows","not exact match",NA,NA
"וסטלי","classification.ores.articletopic/Culture.Media.Media*|965|classification.ores.articletopic/Culture.Media.Films|974|classification.ores.articletopic/Culture.Literature|936|classification.ores.articletopic/Geography.Regions.Americas.North_America|651|classification.ores.articletopic/Culture.Media.Books|562","Q4019195","tt0093779","The Princess Bride","not exact match",NA,NA
"פזיק","classification.ores.articletopic/Culture.Literature|867|classification.ores.articletopic/Culture.Media.Media*|909|classification.ores.articletopic/Culture.Media.Films|914","Q113116515","tt0093779","The Princess Bride","not exact match",NA,NA
