"title","wikibase_item","Studio"
"Легенда о псах-воинах","Q1780891","studio = [[Anime International Company"
"Один: Космический корабль «Звёздный свет»","Q3880870","studio = [[Toei Animation]], [[West Cape Corporation]] "
"Али-Баба и сорок разбойников (аниме)","Q3613510","studio = {{Флаг Японии}} [[Toei Animation]] "
"Black Fox (аниме)","Q51903702","studio = [[3Hz]]<br>Infinite<br>[[Flying Ship]] "
"Mobile Suit Victory Gundam","Q590129","studio = [[Sunrise (студия)"
"Digimon Adventure 02","Q715731","studio = [[Toei Animation]] "
"Space Pirate Captain Herlock: The Endless Odyssey","Q604320","studio = [[Madhouse]]<ref>{{Cite web "
"Yes! PreCure 5","Q1193595","studio = [[Toei Animation]] "
"Mobile Suit Gundam: Char’s Counterattack","Q1363770","studio = [[Sunrise (студия)"
"Alien from the Darkness","Q4726488","studio = [[Pink Pineapple]] "
"Насу: Перелётная птица с чемоданом","Q6967759","studio = [[Madhouse]] "
"Lupin III: Farewell to Nostradamus","Q1294193","studio = [[Tokyo Movie Shinsha]] "
"Adventure Kid","Q3605910","studio = | licensor = [[Central Park Media]] "
"Angel of Darkness","Q1080652","studio = {{flagicon"
"Бронеотряд 1941","Q6416598","studio = [[Anime International Company"
"Invincible Steel Man Daitarn 3","Q3700936","studio = [[Nippon Sunrise]] "
"Devil Hunter Yohko","Q1206804","studio = [[Madhouse]] "
"Big Windup!","Q707747","studio = [[A-1 Pictures]] "
"The Super Dimension Fortress Macross: Do You Remember Love?","Q1368509","studio = [[Studio Nue]], [[Tatsunoko Production]]<ref>{{Cite web "
"SoltyRei","Q569023","studio = [[Gonzo]], [[Anime International Company"
"Принцесса Аритэ","Q4378836","studio = [[Studio 4°C]]<br>[[Imagica Corporation]]<br>[[Omega Project]] "
"Tsuritama","Q2619211","studio = [[A-1 Pictures]] "
"Rascal the Raccoon","Q708565","studio = [[Nippon Animation]] "
"Digimon Xros Wars","Q275676","studio = {{Флаг"
"Steel Jeeg","Q92808","studio = [[Toei Animation]] "
"The Kabocha Wine","Q2062345","studio = | licensor = [[Toei Animation]] "
"Mobile Suit Gundam: The 08th MS Team","Q2201877","studio = [[Sunrise (студия)"
"Futakoi Alternative","Q6503143","studio = [[ufotable]], [[Feel (студия)"
"Hand Maid May","Q1902786","studio = [[TNK]]<br>[[Do-Che Studio]] "
"Legend of Himiko","Q1548002","studio = [[Group TAC]] "
"Chou Denji Machine Voltes V","Q2487098","studio = [[Toei Company]], [[Nippon Sunrise]] "
"Noein","Q431930","studio = [[Satelight]] "
"Battle Athletes","Q712714","studio = [[Anime International Company"
"Ginga Shippu Sasuraiger","Q2550583","studio = [[Kokusai Eigasha]] "
"Bodacious Space Pirates","Q729809","studio = [[Satelight]] "
"Aura Battler Dunbine","Q1154223","studio = [[Nippon Sunrise]] "
"Blue Sonnet","Q4035235","studio = [[Mushi Productions]]<br>[[Nippon Television Music]]<br>[[Tatsunoko Production]]<ref name=""allcinema"">{{cite web"
"Hirogaru Sky! Pretty Cure","Q115513752","studio = [[Toei Animation]] "
"Himitsu no Akko-chan","Q650264","studio = [[Toei Animation]] "
"Kekkaishi","Q526332","studio = [[Sunrise (студия)"
"Tekkaman Blade","Q1185522","studio = [[Tatsunoko Production]] "
"Akakage","Q2983902","studio = [[Toei Animation]] "
"Ganba Bouken Tachi","Q3828498","studio = [[TMS Entertainment]] "
"Mobile Suit Gundam 0083: Stardust Memory","Q2271087","studio = [[Sunrise (студия)"
"Kuttsukiboshi","Q487852","studio = [[Primastea]] "
"Sister Princess","Q702922","studio = [[ZEXCS]]<br>[[GANSIS]]<br>[[Starchild Records]] "
"Earthian","Q2703745","studio = {{Флаг"
"Cosmo Warrior Zero","Q2083182","studio = Vega Entertainment "
"Venus 5","Q2070154","studio = {{flagicon"
"Simoun","Q2521957","studio = [[Studio Deen]] "
"Comic Party","Q1114414","studio = [[Oriental Light and Magic]] "
"Парящий на ветру","Q4346378","studio = [[Brain’s Base]]<br/>[[Hitachi-Maxell]] "
"Battle Girls: Time Paradox","Q1492841","studio = [[TMS Entertainment]] "
"Daa! Daa! Daa!","Q2293617","studio = [[J.C. Staff]] "
"Jushin Liger","Q6315605","studio = [[Sunrise (студия)"
"Crusher Joe","Q2077536","studio = [[Studio Nue]]<br>[[Sunrise (студия)"
"Bokura ga Ita","Q891236","studio = [[Artland"
"A Little Snow Fairy Sugar","Q1072078","studio = [[J.C. Staff]] "
"KiraKira Precure A La Mode","Q28039618","studio = [[Toei Animation]] "
"Like the Clouds, Like the Wind","Q1651682","studio = {{Флаг"
"Chou Denji Robo Com Battler V","Q2603402","studio = [[Toei Company]], [[Sunrise (студия)"
"Thumb Princess Story","Q1393821","studio = [[Enoki Films]] "
"Android Kikaider","Q2015843","studio = [[Radix Ace Entertainment]]<br>Studio OX "
"Dirty Pair: Project Eden","Q3013259","studio = [[Sunrise (студия)"
"Warlords of Sigrdrifa","Q86957081","studio = [[A-1 Pictures]] "
"Kuro no Danshou: The Literary Fragment","Q4042371","studio = Discovery "
"Mobile Fighter G Gundam","Q716172","studio = [[Sunrise (студия)"
"Leda: The Fantastic Adventure of Yohko","Q3829343","studio = Kaname Production "
"Galaxy Express 999 (фильм)","Q3094536","studio = [[Toei Animation]] "
"Sei Jushi Bismark","Q3221197","studio = [[Studio Pierrot]] "
"Hakushon Daimao","Q887639","studio = [[Tatsunoko Production]] "
"Typhoon Noruda","Q20037071","studio = [[Studio Colorido]]<br>[[Twin Engine]] "
"Zoids Wild","Q50549256","studio = [[OLM, Inc."
"Seishun Anime Zenshuu","Q4049273","studio = [[Nippon Animation]] "
"Fantastic Children","Q2498934","studio = [[Nippon Animation]] "
"Dashing Warrior Muteking","Q1118234","studio = [[Tatsunoko Productions]] "
"Hugtto! Precure","Q45702099","studio = [[Toei Animation]] "
"Attacker You!","Q2624529","studio = [[Knack Productions]] "
"Armored Police Metal Jack","Q11544522","studio = [[Sunrise (студия)"
"Detective Conan: The Time Bombed Skyscraper","Q1195711","studio = | released = 19.4.1997 "
"1+2=Paradise","Q2373127","studio = [[J.C.Staff]] "
"Taiyo no Shisha Tetsujin 28-go","Q703088","studio = [[Tokyo Movie Shinsha]] "
"Suite PreCure","Q1202553","studio = [[Toei Animation]] "
"Shigofumi: Letters from the Departed","Q1754944","studio = {{flagicon"
"Humanoid Monster Bem","Q1138428","studio = [[Daichi Dōga]] "
"Space Symphony Maetel","Q1037014","studio = [[Azeta Pictures]] "
"Black Jack The Movie","Q3640720","studio = [[Tezuka Productions]] "
"Doraemon the Movie 2017: Great Adventure in the Antarctic Kachi Kochi","Q25893643","studio = [[Shin-Ei Animation]] "
"Другая земля (аниме)","Q5602804","studio = [[Anime International Company"
"Ah My Buddha","Q452374","studio = [[Studio DEEN]] "
"Kikou Kai Galient","Q2620625","studio = [[Nippon Sunrise]] "
"Tokyo Marble Chocolate","Q987069","studio = [[Production I.G]] "
"Great Mazinger","Q698757","studio = [[Toei Animation]] "
"Gaiking","Q3740933","studio = [[Toei Animation]] "
"Giant Robo: The Day the Earth Stood Still","Q866079","studio = Mu Animation Studio "
"Spoon Oba-san","Q601213","studio = [[Studio Pierrot]]<br>[[Studio Gallop]]<br>[[Victor Entertainment]] "
"Bomberman Jetters","Q871683","studio = [[Gallop]]<br>[[Studio Deen]] "
"Brave Exkaiser","Q4958359","studio = [[Sunrise (студия)"
"Fighting General Daimos","Q2708504","studio = [[Sunrise (студия)"
"Super Dimension Cavalry Southern Cross","Q717111","studio = [[Tatsunoko Productions]], [[Studio Ammonite]] "
"DNA Sights 999.9","Q3072789","studio = [[Madhouse]] "
"Pop in Q","Q24691669","studio = [[Toei Animation]] "
"The Galaxy Railways","Q710903","studio = Planet Entertainment "
"Sennin Buraku","Q4049290","studio = [[Shintoho]] "
"La Seine no Hoshi","Q1093846","studio = [[Sunrise (студия)"
"Monarch: The Big Bear of Tallac","Q1677312","studio = [[Nippon Animation]] "
"Kojika Monogatari","Q2648165","studio = [[MK Company]] "
"The Embalmer","Q4051063","studio = |network = [[TV Tokyo]], [[Aichi Television Broadcasting"
"Detective Conan: The Crimson Love Letter","Q27918415","studio = [[TMS Entertainment"
"Gatchaman II","Q5526968","studio = [[Tatsunoko Productions]] "
"Fight! Iczer One","Q121814633","studio = [[Anime International Company"
"Garakowa: Restore the World","Q19264045","studio = [[A-1 Pictures]] "
"Welcome to the Space Show","Q1085819","studio = [[A-1 Pictures]] "
"Earth Maiden Arjuna","Q1931468","studio = [[Satelight]] "
"Ginga Hyouryuu Vifam","Q1073326","studio = [[Sunrise (студия)"
"Moero Arthur","Q2705920","studio = [[Toei Animation]] "
"Ozuma","Q1100563","studio = [[Gonzo]] "
"Cutey Honey Flash","Q3007925","studio = [[Toei Animation]] "
"Bermuda Triangle: Colorful Pastorale","Q56279008","studio = [[Seven Arcs Pictures]] "
"Blue Comet SPT Layzner","Q2453763","studio = [[Sunrise (студия)"
"Mobile Suit Gundam 0080: War in the Pocket","Q2466311","studio = [[Sunrise (студия)"
"Regalia: The Three Sacred Stars","Q23647139","studio = [[Actas]] "
"Princess Comet","Q19820250","studio = [[Nippon Animation]] "
"Pretty Cure Splash Star","Q1475446","studio = [[Toei Animation]] "
"Lost Song","Q28453402","studio = [[Liden Films]]<br>[[Dwango]]<br>[[Netflix]] "
"Mobile Suit Gundam F91","Q2340234","studio = [[Sunrise (студия)"
"Psycho Armor Govarian","Q7256296","studio = [[Knack]] "
"Queen Emeraldas","Q567373","studio = [[OLM, Inc.]] (эпизоды 1—2), MAC (эпизоды 3—4) "
"Sola (манга)","Q306532","studio = [[Nomad (студия)"
"God Mazinger","Q2277183","studio = [[TMS Entertainment]] "
"Zukkoke Knight Don De La Mancha","Q658540","studio = [[Ashi Productions]] "
"Natsu e no Tobira","Q5225143","studio = [[Toei Animation]] "
"Galaxy Express 999: Eternal Fantasy","Q16173685","studio = [[Toei Animation]] "
"Judo Boy","Q1152428","studio = [[Tatsunoko Production]] "
"Mahou Tsukai Chappy","Q1617818","studio = [[Toei Animation]] "
"Miracle Shoujo Limit-chan","Q3699826","studio = [[Toei Animation]] "
"Roots Search","Q4048424","studio = [[Studio Live]]<br>[[Nippon Columbia]] "
"Dash! Yonkuro","Q839004","studio = Aubeck "
"Giatrus","Q3763951","studio = [[TMS Entertainment]] "
"Super Dimensional Fortress Macross II: Lovers Again","Q2663931","studio = [[Anime International Company"
"Kikou Senki Dragonar","Q1013804","studio = [[Sunrise (студия)"
"The Night of Taneyamagahara","Q1993214","studio = [[Studio Ghibli]] "
"Chibikko Remi to Meiken Kapi","Q11271849","studio = [[Toei Animation]] "
"Dancouga — Super Beast Machine God","Q2602128","studio = [[Ashi Productions]] "
"Big Wars","Q4906660","studio = [[Magic Bus]] "
"Prince of the Sun","Q3225914","studio = [[Tezuka Productions]] "
"Koala Boi Kokki","Q1617709","studio = [[Topcraft]] "
"Space Ace","Q3279154","studio = [[Tatsunoko Production]] "
"Paris no Isabelle","Q11479907","studio = [[Dax International]] "
"Powered Armor Dorvack","Q711654","studio = [[Ashi Productions]] "
"Mori no Tonto Tachi","Q3612315","studio = [[Zuiyo Enterprise]], [[Shaft (компания)"
"Uchu Kubo Blue Noah","Q955418","studio = [[Office Academy]] "
"Nobara no Julie","Q1112243","studio = [[Dax International]] "
"Hell Target","Q11336670","studio = Nakamura Production "
"Mechakko Dotakon","Q3714480","studio = [[Kokusai Eigasha]] "
